,total_sulfur_dioxide,chlorides,free_sulfur_dioxide,volatile_acidity,citric_acid,alcohol,residual_sugar
1696,0,0,2,0,0,1,1
1697,1,0,0,0,0,0,0
1698,0,0,4,3,1,0,0
1699,1,0,0,0,0,0,1
1700,1,0,3,0,2,2,0
1701,0,0,0,1,0,2,0
1702,3,0,2,2,0,1,2
1703,4,1,0,1,0,3,4
1704,2,1,0,0,1,1,0
1705,0,0,0,0,0,2,0
1706,0,0,0,1,2,1,0
1707,1,0,0,0,0,0,0
1708,3,0,1,0,0,1,2
1709,0,0,3,0,0,2,0
1710,0,0,0,0,0,1,3
1711,0,0,0,0,1,2,1
1712,1,0,0,4,1,4,0
1713,2,1,3,0,1,3,0
1714,1,0,0,1,0,3,1
1715,0,0,0,1,2,2,4
1716,1,1,0,3,0,0,2
1717,1,0,0,0,0,1,0
1718,1,0,0,0,2,1,0
1719,1,0,0,0,0,0,2
1720,1,0,0,0,1,1,0
1721,0,0,0,3,3,2,0
1722,1,2,0,1,1,3,0
1723,2,0,0,0,2,2,0
1724,0,1,0,1,0,0,0
1725,1,0,0,0,0,2,0
1726,4,0,3,2,0,4,0
1727,1,0,0,2,0,1,0
1728,1,0,0,0,1,4,0
1729,1,0,2,1,2,2,4
1730,2,0,1,4,0,3,0
1731,4,3,0,0,4,2,0
1732,0,0,0,0,0,3,0
1733,4,0,2,1,1,1,1
1734,1,0,0,0,0,1,2
1735,1,2,0,0,0,1,4
1736,2,0,0,0,0,0,2
1737,0,0,0,2,3,0,1
1738,1,1,0,0,2,1,0
1739,1,0,0,0,1,3,0
1740,0,2,0,0,1,3,0
1741,0,4,0,0,1,2,1
1742,1,0,0,0,1,2,2
1743,0,0,0,4,0,0,0
1744,0,0,0,2,2,0,0
1745,2,0,0,0,0,3,0
1746,0,0,3,0,3,3,0
1747,1,0,0,1,1,0,0
1748,1,0,0,0,1,2,0
1749,1,0,0,3,3,1,0
1750,1,0,0,0,3,1,0
1751,0,3,0,2,0,0,0
1752,2,0,0,0,1,4,0
1753,1,0,0,0,0,0,1
1754,0,4,0,0,1,4,0
1755,1,3,0,0,0,1,0
1756,1,0,0,0,2,1,0
1757,0,1,0,0,0,2,0
1758,1,0,2,0,1,1,0
1759,0,2,4,0,0,0,0
1760,0,0,0,0,1,2,0
1761,2,0,0,4,0,1,0
1762,1,0,0,2,1,2,0
1763,1,0,0,4,3,2,4
1764,1,0,0,0,1,1,3
1765,2,0,0,0,3,1,0
1766,2,0,0,2,0,0,0
1767,0,0,0,4,2,3,3
1768,0,1,0,2,0,0,3
1769,0,0,0,1,0,1,3
1770,1,0,0,0,0,1,0
1771,1,4,0,0,0,1,0
1772,0,0,0,1,0,1,0
1773,2,3,0,0,0,0,0
1774,3,1,4,0,1,2,0
1775,0,0,0,2,2,1,3
1776,1,1,3,0,0,0,0
1777,2,0,1,0,1,1,0
1778,1,0,0,0,1,2,0
1779,1,0,0,0,3,1,4
1780,1,0,0,0,1,2,0
1781,0,0,0,2,4,4,0
1782,0,0,0,0,1,2,2
1783,2,2,0,0,4,0,0
1784,1,0,0,0,0,2,0
1785,0,0,3,1,3,1,2
1786,1,1,0,0,2,0,1
1787,2,0,0,0,0,0,0
1788,2,1,0,2,0,2,3
1789,0,3,0,1,1,3,0
1790,0,0,0,2,0,1,2
1791,1,0,2,3,2,2,3
1792,1,0,1,1,1,1,0
1793,2,0,4,0,0,1,0
1794,4,0,0,1,2,0,0
1795,1,2,0,2,1,0,1
1796,0,0,0,0,0,1,4
1797,4,0,0,0,1,4,1
1798,3,0,0,2,4,2,0
1799,1,3,0,0,0,2,0
1800,0,3,0,0,1,2,0
1801,0,0,4,2,0,1,0
1802,1,0,0,4,0,1,0
1803,1,0,0,0,1,1,4
1804,1,0,0,0,1,1,0
1805,1,0,1,0,2,1,4
1806,0,0,0,1,0,3,0
1807,1,0,0,0,0,3,0
1808,1,0,0,1,0,3,0
1809,1,0,0,0,2,1,3
1810,2,0,0,0,1,0,0
1811,1,0,0,3,0,1,0
1812,3,0,0,0,0,3,0
1813,0,0,0,0,0,3,0
1814,2,4,1,0,0,0,0
1815,1,0,3,0,0,4,1
1816,4,3,0,0,0,0,3
1817,1,0,0,0,0,2,0
1818,0,0,0,0,4,2,0
1819,1,0,0,0,3,0,1
1820,3,0,0,1,0,1,0
1821,1,0,0,2,0,2,3
1822,1,4,0,0,1,1,4
1823,1,3,0,0,1,0,0
1824,1,4,3,0,0,1,0
1825,1,0,0,0,1,2,3
1826,1,0,0,4,0,3,0
1827,1,0,0,0,0,1,0
1828,2,0,0,4,2,0,0
1829,2,4,0,0,0,1,0
1830,2,0,0,0,1,0,2
1831,1,0,2,0,1,3,0
1832,3,0,0,4,0,0,1
1833,4,0,2,0,0,2,0
1834,0,0,0,2,0,1,3
1835,0,1,0,0,1,3,0
1836,1,2,0,1,0,2,0
1837,4,3,0,0,1,0,0
1838,0,0,0,3,1,2,0
1839,3,0,0,1,1,0,0
1840,0,2,0,0,3,1,0
1841,2,0,1,0,1,0,1
1842,2,0,0,2,3,1,0
1843,3,3,0,0,1,3,0
1844,1,1,3,0,2,0,0
1845,2,4,0,0,0,1,0
1846,1,0,0,2,0,2,0
1847,2,4,1,1,1,1,0
1848,1,4,0,1,0,3,0
1849,2,0,0,2,1,1,0
1850,1,0,0,0,1,2,1
1851,3,3,0,0,0,0,1
1852,4,0,0,0,1,1,0
1853,1,0,1,0,2,3,0
1854,0,0,0,0,1,4,0
1855,3,1,0,0,1,1,0
1856,2,0,0,1,1,1,1
1857,4,0,0,0,0,3,0
1858,1,3,4,0,1,1,0
1859,1,0,0,0,0,1,0
1860,1,0,0,1,1,1,0
1861,0,1,2,0,1,0,1
1862,1,0,0,3,1,1,4
1863,1,0,0,0,0,1,0
1864,1,0,0,0,2,2,0
1865,1,0,0,0,1,1,0
1866,0,0,4,4,0,0,0
1867,2,0,0,1,1,2,0
1868,0,0,2,3,0,1,0
1869,2,3,3,3,1,4,0
1870,1,3,0,4,1,2,0
1871,1,0,1,0,4,0,1
1872,0,0,0,0,0,0,0
1873,2,0,0,1,1,2,0
1874,1,0,0,3,1,1,3
1875,0,0,0,1,2,0,4
1876,2,0,2,2,0,0,0
1877,0,0,0,1,0,3,0
1878,2,4,0,0,1,2,0
1879,2,1,0,0,0,0,4
1880,0,0,0,1,2,1,0
1881,2,0,0,0,1,3,0
1882,1,3,0,0,1,2,2
1883,1,3,0,2,1,1,0
1884,1,0,0,1,0,3,0
1885,1,0,0,1,0,0,0
1886,0,0,0,2,0,1,0
1887,1,2,1,1,1,3,0
1888,1,0,4,1,0,2,0
1889,1,0,0,2,1,0,0
1890,2,0,0,0,1,0,1
1891,1,0,0,4,1,0,0
1892,3,0,0,1,1,1,0
1893,2,0,3,0,0,0,4
1894,1,0,0,0,2,1,1
1895,4,0,0,1,4,1,0
1896,1,0,0,0,0,2,0
1897,0,0,4,1,0,1,0
1898,0,0,0,4,0,1,0
1899,0,0,2,2,0,2,0
1900,3,0,0,0,0,1,2
1901,2,0,0,0,2,0,0
1902,1,0,0,0,0,3,4
1903,1,0,0,1,1,2,4
1904,0,0,0,1,4,3,0
1905,4,0,2,0,3,3,0
1906,1,0,0,0,0,4,0
1907,2,0,0,0,0,4,0
1908,2,1,0,4,0,0,0
1909,1,0,0,0,1,2,4
1910,1,0,0,0,0,3,4
1911,1,0,0,0,0,2,3
1912,3,0,0,1,3,1,0
1913,4,3,1,0,2,0,0
1914,2,0,3,0,1,0,3
1915,1,0,3,3,0,1,1
1916,1,0,0,1,3,3,0
1917,0,0,0,1,0,1,3
1918,2,0,0,0,0,2,2
1919,1,0,0,0,0,3,0
1920,0,0,4,0,0,2,0
1921,4,0,0,2,0,2,0
1922,1,3,0,1,0,3,0
1923,1,0,0,0,2,2,0
1924,0,2,3,1,1,1,0
1925,1,0,0,0,1,0,0
1926,0,0,0,1,0,1,0
1927,1,0,0,0,4,2,4
1928,1,0,1,0,0,2,3
1929,0,4,0,1,1,1,0
1930,1,0,0,3,0,2,0
1931,1,2,0,0,0,3,0
1932,0,0,0,0,4,2,0
1933,2,0,0,2,0,3,0
1934,0,0,0,1,0,1,3
1935,1,0,0,2,0,1,0
1936,0,0,0,0,1,2,0
1937,0,0,0,1,0,1,0
1938,1,0,0,1,0,1,0
1939,3,0,0,0,0,2,0
1940,1,1,0,0,0,1,0
1941,2,2,1,0,0,0,4
1942,2,0,1,0,1,1,1
1943,1,3,0,0,1,3,0
1944,1,0,0,0,0,3,0
1945,1,0,0,0,0,1,0
1946,1,0,2,0,1,1,0
1947,0,0,2,1,0,0,0
1948,1,0,0,3,1,2,3
1949,0,0,0,1,0,1,0
1950,0,0,0,1,0,1,0
1951,3,0,0,1,0,2,0
1952,2,0,2,4,0,0,0
1953,1,0,0,0,3,0,1
1954,1,0,0,0,0,3,1
1955,1,0,0,0,2,0,0
1956,1,2,1,0,1,1,0
1957,1,0,4,0,1,2,0
1958,1,0,0,4,0,0,0
1959,0,1,0,1,0,2,0
1960,1,3,0,1,0,1,0
1961,1,0,0,2,0,2,1
1962,2,0,0,0,1,0,1
1963,3,0,2,2,1,3,0
1964,2,2,0,0,1,1,0
1965,1,0,0,1,2,3,0
1966,1,0,2,0,1,0,0
1967,2,0,2,0,0,1,0
1968,1,0,0,0,0,0,0
1969,2,0,1,0,2,2,0
1970,1,2,0,0,4,3,0
1971,1,0,1,0,0,1,0
1972,2,0,0,0,1,1,0
1973,1,0,0,0,3,2,1
1974,2,2,0,0,1,1,0
1975,1,0,0,0,0,0,1
1976,1,0,0,3,0,2,0
1977,0,0,1,1,0,0,0
1978,1,0,0,0,0,0,1
1979,0,0,0,1,1,1,0
1980,2,0,0,1,0,3,0
1981,0,0,0,1,1,2,4
1982,3,0,3,0,0,0,0
1983,1,3,0,0,4,0,0
1984,1,0,0,0,1,2,4
1985,2,0,1,0,1,0,2
1986,2,0,0,0,1,1,0
1987,0,0,0,2,1,1,1
1988,0,0,4,1,0,1,0
1989,1,1,0,0,1,0,3
1990,0,0,1,0,0,1,0
1991,1,0,0,0,1,3,0
1992,4,0,1,1,0,2,0
1993,2,0,1,0,4,1,0
1994,3,0,0,0,0,0,0
1995,3,0,2,0,0,0,0
1996,1,0,0,0,2,3,0
1997,0,0,0,2,0,1,0
1998,0,0,0,0,1,2,0
1999,1,0,0,0,0,3,0
2000,0,0,0,0,0,0,0
2001,0,0,0,3,0,3,0
2002,2,2,0,0,0,0,0
2003,0,0,0,0,1,2,0
2004,1,2,0,0,1,2,0
2005,2,0,0,0,0,1,0
2006,2,3,2,0,1,4,3
2007,4,2,0,0,1,0,0
2008,1,0,0,1,0,2,0
2009,0,0,0,1,3,2,0
2010,2,0,1,4,2,4,4
2011,1,3,0,2,3,1,0
2012,1,0,2,1,1,3,0
2013,1,0,0,2,1,3,0
2014,0,0,0,0,1,1,0
2015,0,0,0,0,1,2,0
2016,1,0,4,4,1,3,0
2017,1,0,0,3,1,1,0
2018,1,0,0,0,0,4,0
2019,1,0,1,0,1,0,0
2020,0,0,0,4,0,1,1
2021,1,4,0,0,0,4,0
2022,1,0,3,2,1,2,0
2023,1,3,2,1,0,1,4
2024,1,0,0,0,1,0,0
2025,1,0,4,0,0,1,0
2026,4,0,0,0,0,3,3
2027,3,0,0,0,0,3,4
2028,1,0,0,2,4,0,0
2029,0,3,0,1,1,1,0
2030,1,0,0,2,1,1,1
2031,1,0,2,3,1,1,0
2032,1,0,4,0,1,3,0
2033,1,0,4,0,0,2,0
2034,4,2,0,4,0,2,1
2035,1,0,2,1,0,2,0
2036,2,0,1,4,1,3,0
2037,0,0,0,0,1,3,1
2038,2,0,0,0,0,0,3
2039,2,3,0,0,1,1,0
2040,1,4,0,1,1,2,3
2041,2,0,0,3,3,1,0
2042,1,0,4,0,3,1,0
2043,0,0,0,0,0,1,0
2044,0,3,0,0,1,3,0
2045,1,0,0,0,0,1,0
2046,2,0,0,2,1,2,0
2047,0,0,0,1,3,4,1
2048,2,2,1,4,1,1,1
2049,0,3,0,0,0,2,0
2050,0,0,0,0,0,4,0
2051,1,1,0,0,0,1,0
2052,1,4,0,0,1,2,0
2053,1,0,0,3,0,2,0
2054,1,0,0,1,1,1,1
2055,2,0,1,0,1,3,0
2056,1,0,0,0,1,1,0
2057,3,3,2,0,0,1,0
2058,2,0,0,0,0,1,0
2059,1,0,0,0,0,3,0
2060,0,2,0,4,1,2,2
2061,0,0,0,2,1,1,0
2062,1,0,2,2,1,1,0
2063,4,4,0,0,0,0,0
2064,2,0,0,0,0,1,0
2065,2,1,4,0,1,0,0
2066,2,2,1,0,1,0,0
2067,1,0,1,0,1,1,0
2068,0,4,0,0,1,0,0
2069,4,1,0,2,0,1,0
2070,0,4,0,4,3,1,0
2071,0,0,2,0,1,2,2
2072,0,0,0,2,0,1,0
2073,1,0,0,0,1,2,0
2074,0,3,3,0,1,2,3
2075,0,1,4,1,0,1,0
2076,4,0,1,0,1,1,0
2077,2,0,1,1,1,0,2
2078,1,2,0,0,1,1,1
2079,3,0,0,1,0,1,0
2080,1,3,0,1,0,0,2
2081,1,0,0,0,1,1,0
2082,1,0,1,2,1,0,0
2083,0,0,0,0,2,2,0
2084,2,0,3,0,1,0,4
2085,1,2,1,3,3,0,0
2086,2,0,4,0,0,1,1
2087,2,1,0,0,1,4,0
2088,3,4,0,0,0,1,0
2089,2,0,0,3,2,0,1
2090,1,0,0,1,1,3,2
2091,2,2,0,0,0,1,0
2092,1,1,0,0,0,1,0
2093,1,0,0,1,4,2,0
2094,1,0,3,0,1,0,0
2095,1,0,0,0,2,0,0
2096,0,0,0,3,1,1,0
2097,1,3,0,1,0,3,0
2098,1,0,0,0,3,2,0
2099,0,1,0,0,0,1,2
2100,0,0,4,1,0,1,0
2101,1,3,0,0,1,2,1
2102,4,0,0,3,0,2,0
2103,1,1,0,1,1,0,4
2104,1,0,0,2,0,1,3
2105,1,0,0,3,1,0,0
2106,0,0,0,0,1,2,0
2107,0,0,3,1,1,1,4
2108,4,0,3,0,0,2,0
2109,2,0,0,0,1,1,1
2110,1,2,0,3,1,2,0
2111,2,0,3,2,0,0,2
2112,0,0,4,1,0,1,0
2113,1,0,1,2,0,3,0
2114,3,0,1,1,4,3,0
2115,2,0,0,0,1,0,1
2116,0,0,0,3,1,1,0
2117,1,1,1,1,0,1,0
2118,1,1,0,0,0,1,0
2119,1,1,0,2,0,1,4
2120,0,1,1,0,1,3,0
2121,1,0,0,1,0,0,0
2122,0,0,1,0,0,3,0
2123,1,0,0,1,0,3,4
2124,4,0,1,1,0,1,2
2125,1,0,0,0,1,0,0
2126,1,0,2,3,3,0,0
2127,1,0,0,0,1,1,0
2128,2,0,1,0,3,0,0
2129,4,0,1,0,0,1,0
2130,1,3,0,0,1,1,2
2131,3,0,0,3,1,3,0
2132,0,0,4,2,0,4,0
2133,1,0,0,1,4,3,0
2134,0,0,4,1,0,1,0
2135,4,0,0,0,3,3,0
2136,0,0,0,3,3,0,0
2137,0,0,0,0,2,3,0
2138,0,0,0,3,0,0,1
2139,1,0,2,0,0,1,0
2140,3,0,0,0,0,0,0
2141,1,0,4,1,0,1,0
2142,4,0,0,1,0,0,0
2143,3,0,0,4,0,1,0
2144,2,0,0,0,3,2,0
2145,0,2,0,1,2,1,0
2146,1,1,0,0,0,1,1
2147,1,1,4,1,3,2,0
2148,1,0,1,0,0,3,0
2149,3,1,0,4,1,1,0
2150,1,0,0,1,0,0,0
2151,3,1,0,4,0,2,4
2152,1,3,2,0,0,1,0
2153,0,0,0,0,1,1,2
2154,1,0,0,0,3,0,0
2155,2,0,0,0,0,2,0
2156,1,4,0,2,0,4,1
2157,2,0,4,1,0,1,0
2158,3,0,0,1,3,3,4
2159,1,0,0,1,0,2,0
2160,0,0,0,3,0,1,3
2161,2,0,2,4,1,1,0
2162,1,0,1,0,0,0,0
2163,0,0,1,0,3,2,0
2164,0,0,0,4,1,0,0
2165,1,0,4,0,4,0,0
2166,0,0,0,0,1,1,0
2167,1,0,3,0,0,1,0
2168,3,0,1,1,0,4,0
2169,1,0,1,1,1,4,0
2170,2,0,0,1,0,1,2
2171,0,0,0,1,1,2,0
2172,1,0,1,0,0,1,0
2173,1,0,0,4,0,0,0
2174,0,4,0,0,0,3,0
2175,2,0,3,0,3,1,0
2176,0,0,0,1,1,2,3
2177,2,0,0,0,0,0,0
2178,1,0,2,0,4,0,4
2179,1,0,0,2,0,1,0
2180,1,0,0,3,0,1,0
2181,0,0,0,0,1,1,0
2182,3,0,0,2,1,2,1
2183,0,0,0,3,0,2,0
2184,0,0,2,1,0,0,0
2185,0,0,0,0,0,1,4
2186,0,0,4,4,0,1,0
2187,1,0,0,0,2,0,0
2188,3,0,0,1,2,1,0
2189,1,0,0,1,1,0,0
2190,1,0,0,0,3,0,0
2191,3,1,2,0,4,2,0
2192,1,0,0,0,1,2,0
2193,0,3,0,1,4,3,0
2194,0,0,0,0,1,0,3
2195,0,0,0,2,0,0,0
2196,2,1,0,0,0,1,0
2197,1,4,0,1,2,0,3
2198,2,0,0,0,1,1,0
2199,1,0,0,2,0,1,0
2200,2,0,0,0,0,2,0
2201,1,0,0,0,1,0,0
2202,2,2,0,0,1,1,0
2203,1,0,2,1,3,0,0
2204,1,0,3,0,0,2,0
2205,1,0,0,0,4,1,0
2206,2,0,0,0,1,0,0
2207,1,0,4,0,0,3,0
2208,1,0,3,1,0,1,0
2209,1,0,0,0,1,2,0
2210,1,3,3,0,1,2,0
2211,4,1,0,1,0,0,3
2212,0,1,0,1,0,1,1
2213,1,0,0,1,0,0,0
2214,3,0,4,1,0,0,0
2215,2,4,1,3,0,0,4
2216,1,0,0,0,2,2,0
2217,0,0,0,3,0,0,0
2218,1,0,0,0,0,2,0
2219,3,0,1,0,0,4,3
2220,1,0,0,0,0,2,0
2221,0,0,4,2,1,3,0
2222,0,0,0,3,0,2,0
2223,0,4,0,0,1,2,0
2224,1,0,0,0,0,1,0
2225,1,0,0,0,0,1,0
2226,1,0,3,0,1,1,0
2227,4,1,0,0,0,1,0
2228,0,0,0,1,1,2,0
2229,3,0,0,2,0,3,0
2230,3,0,4,2,0,1,4
2231,1,0,0,0,0,2,0
2232,2,0,4,2,0,0,1
2233,0,0,0,2,1,0,0
2234,1,0,0,0,0,1,0
2235,1,0,0,3,1,3,0
2236,0,0,0,0,0,3,0
2237,1,0,0,3,0,4,2
2238,0,0,0,0,0,2,0
2239,1,0,4,2,1,1,4
2240,0,0,0,3,1,4,3
2241,2,0,3,0,0,2,0
2242,0,0,4,2,0,1,0
2243,4,0,0,0,1,1,0
2244,0,0,0,1,0,2,3
2245,2,0,4,0,0,3,0
2246,1,0,0,0,4,0,0
2247,0,0,0,0,1,0,0
2248,0,0,3,0,4,1,0
2249,1,0,1,0,2,1,0
2250,2,2,0,0,0,2,0
2251,2,1,0,4,1,0,1
2252,0,3,2,0,0,1,0
2253,0,1,0,0,1,2,0
2254,1,2,0,0,0,0,1
2255,2,0,0,4,1,0,1
2256,0,0,3,2,3,0,0
2257,0,0,3,1,0,1,0
2258,1,3,0,0,0,0,0
2259,1,0,0,0,0,0,1
2260,2,0,3,2,0,1,0
2261,4,0,0,1,0,1,0
2262,0,0,0,0,3,0,0
2263,1,1,0,0,0,1,0
2264,2,4,0,0,0,2,3
2265,1,2,1,0,0,1,3
2266,4,0,2,2,2,1,4
2267,1,0,0,0,1,1,0
2268,1,0,0,0,0,0,1
2269,1,0,0,0,0,4,0
2270,1,0,1,1,3,3,0
2271,1,4,0,0,1,1,0
2272,0,0,0,1,0,0,4
2273,1,0,0,0,1,1,0
2274,1,0,0,3,0,0,1
2275,2,4,2,1,2,1,0
2276,1,4,0,0,4,1,3
2277,0,0,3,0,0,1,0
2278,1,0,2,0,0,3,1
2279,2,2,1,1,1,1,0
2280,0,2,2,0,0,0,4
2281,0,0,0,4,1,2,0
2282,1,0,0,0,0,4,1
2283,2,0,1,1,0,0,2
2284,1,2,0,0,0,1,0
2285,1,4,0,2,1,1,0
2286,0,0,0,0,2,3,0
2287,4,0,0,0,0,0,1
2288,1,0,0,4,0,2,0
2289,1,0,0,2,3,2,0
2290,2,0,0,4,0,2,0
2291,1,0,4,0,3,0,0
2292,1,0,0,1,0,2,0
2293,1,0,0,4,1,3,3
2294,2,0,4,1,1,0,0
2295,1,0,2,0,0,0,1
2296,3,0,0,2,0,1,0
2297,0,0,1,1,0,4,0
2298,0,4,0,2,2,1,0
2299,1,3,0,0,1,2,0
2300,0,1,0,1,1,2,0
2301,2,0,0,0,1,0,0
2302,0,0,0,1,1,3,0
2303,0,0,0,0,0,2,0
2304,0,4,0,0,3,0,1
2305,0,0,3,0,1,3,0
2306,0,0,0,4,1,2,0
2307,1,4,2,0,1,1,0
2308,0,0,0,2,0,1,0
2309,2,0,3,0,0,0,0
2310,4,0,0,0,1,0,2
2311,1,0,4,0,2,1,4
2312,1,0,0,2,0,3,0
2313,1,4,0,4,1,3,0
2314,1,0,0,1,1,0,4
2315,0,0,4,1,4,1,3
2316,0,0,2,3,3,2,1
2317,1,0,0,0,2,2,0
2318,1,0,0,1,0,2,0
2319,3,0,0,2,4,1,0
2320,2,0,0,0,0,0,0
2321,2,0,0,0,0,0,0
2322,1,3,0,3,0,3,0
2323,2,0,0,0,0,0,1
2324,0,0,4,1,0,2,1
2325,1,0,0,1,1,3,0
2326,0,0,0,1,0,0,3
2327,2,0,4,3,4,0,1
2328,1,0,1,0,0,3,0
2329,1,0,0,0,4,0,1
2330,1,0,0,0,4,1,0
2331,0,0,0,0,1,1,0
2332,1,0,0,0,1,0,0
2333,1,0,0,3,2,1,0
2334,0,4,0,0,0,1,0
2335,1,2,0,0,1,2,0
2336,2,0,0,4,0,2,0
2337,0,0,0,2,1,1,0
2338,0,2,0,0,0,2,0
2339,0,0,3,0,0,1,0
2340,0,0,0,3,2,0,0
2341,3,0,0,4,0,1,0
2342,1,0,0,0,1,3,1
2343,1,0,4,0,1,0,0
2344,0,4,0,3,4,0,2
2345,1,0,0,4,1,2,4
2346,0,0,1,1,1,4,0
2347,2,0,1,0,1,3,0
2348,0,0,0,0,0,3,0
2349,1,0,0,0,0,0,1
2350,0,0,1,2,2,0,0
2351,0,2,0,0,2,1,2
2352,1,4,0,2,0,2,0
2353,4,0,0,0,1,2,0
2354,1,1,0,2,3,1,2
2355,3,0,0,1,1,0,0
2356,1,0,0,0,0,1,0
2357,0,0,3,0,3,3,0
2358,1,0,3,0,1,0,2
2359,0,0,0,1,0,4,0
2360,2,0,0,0,1,0,0
2361,1,3,0,1,1,2,0
2362,0,0,0,2,0,1,1
2363,1,0,0,0,0,3,0
2364,0,0,4,2,0,3,0
2365,1,0,0,4,3,0,0
2366,1,4,2,0,4,1,0
2367,1,0,0,0,1,1,0
2368,2,0,0,0,1,4,0
2369,0,0,0,2,0,1,0
2370,1,0,3,0,0,3,0
2371,3,0,4,0,0,1,0
2372,1,0,0,0,1,1,1
2373,0,0,1,0,1,3,0
2374,4,0,0,0,4,2,4
2375,3,0,1,0,0,0,3
2376,3,0,1,2,0,2,0
2377,1,2,0,0,0,0,0
2378,1,4,4,3,1,1,0
2379,1,3,0,0,3,0,4
2380,0,0,0,1,0,1,0
2381,0,0,0,2,0,1,0
2382,1,0,0,0,0,3,4
2383,0,0,0,2,1,3,3
2384,0,0,0,0,1,1,0
2385,1,0,4,0,4,1,0
2386,2,0,1,0,1,0,0
2387,0,0,0,4,3,1,0
2388,1,0,0,0,1,2,0
2389,0,0,0,1,0,2,0
2390,2,0,3,1,1,1,0
2391,1,0,4,0,1,1,4
2392,0,0,0,4,0,2,0
2393,1,0,1,0,1,2,1
2394,1,0,1,0,0,2,0
2395,0,0,0,0,0,2,0
2396,1,4,0,0,3,2,0
2397,0,4,0,4,0,1,0
2398,2,0,0,0,0,1,0
2399,2,0,4,1,1,2,0
2400,4,0,0,0,1,3,1
2401,2,1,4,1,3,3,4
2402,0,1,0,1,1,1,0
2403,0,3,0,0,0,0,0
2404,0,0,0,1,0,1,4
2405,1,0,0,0,0,4,0
2406,1,4,0,3,1,3,4
2407,1,0,0,3,3,2,0
2408,1,0,2,3,0,1,0
2409,1,0,0,0,1,3,2
2410,2,4,0,0,0,1,0
2411,0,1,0,1,0,1,0
2412,0,0,0,1,0,0,0
2413,2,0,0,0,0,0,0
2414,1,0,0,2,1,3,0
2415,0,0,0,0,1,2,0
2416,2,0,0,3,1,3,2
2417,1,0,0,0,1,1,0
2418,0,0,0,3,0,1,0
2419,0,4,0,0,1,2,0
2420,0,0,3,1,4,1,2
2421,0,0,0,0,0,0,0
2422,0,0,3,0,0,0,4
2423,2,0,1,2,4,1,1
2424,4,0,1,0,1,0,0
2425,1,0,0,0,1,1,1
2426,3,0,2,1,2,0,0
2427,0,0,0,0,0,1,0
2428,1,0,0,4,1,3,4
2429,1,0,0,1,1,3,0
2430,0,0,0,0,1,2,0
2431,1,3,0,0,0,4,0
2432,1,3,1,1,3,1,0
2433,4,0,0,1,0,0,0
2434,1,0,0,0,1,2,2
2435,1,0,0,0,1,1,0
2436,0,0,4,0,0,1,0
2437,1,0,0,0,1,3,0
2438,1,0,1,0,4,4,2
2439,0,4,0,2,0,0,3
2440,1,2,0,3,1,0,3
2441,0,1,0,1,1,1,0
2442,0,0,0,0,1,4,0
2443,1,2,1,0,1,1,0
2444,3,0,0,0,0,1,0
2445,0,1,2,0,0,2,0
2446,0,0,1,0,1,0,0
2447,1,0,4,1,1,1,0
2448,1,0,0,0,0,0,4
2449,1,0,0,2,1,1,1
2450,0,0,0,1,4,1,0
2451,2,0,0,3,1,1,0
2452,0,0,3,1,0,2,0
2453,0,0,0,0,1,2,0
2454,3,0,0,0,0,2,1
2455,1,0,0,1,1,1,0
2456,1,0,0,0,1,2,0
2457,1,0,0,0,3,0,1
2458,1,0,0,0,0,0,3
2459,1,0,0,0,0,3,0
2460,1,0,0,1,1,0,0
2461,1,0,0,0,0,3,0
2462,2,4,0,0,2,2,0
2463,4,4,0,4,2,1,1
2464,3,0,0,1,1,1,4
2465,0,0,0,0,1,2,4
2466,1,0,0,0,0,2,1
2467,4,0,0,0,0,1,0
2468,1,4,0,0,1,1,2
2469,0,0,1,3,3,1,0
2470,2,4,0,0,0,1,3
2471,1,0,0,0,1,0,1
2472,0,0,0,1,0,1,0
2473,1,3,0,0,4,1,0
2474,1,0,1,3,1,3,0
2475,4,0,0,1,0,2,0
2476,2,0,0,1,0,4,0
2477,1,0,2,0,0,3,0
2478,4,0,2,0,1,0,4
2479,2,0,1,0,4,1,0
2480,1,0,0,0,1,1,3
2481,3,0,4,1,0,0,0
2482,1,3,0,0,4,1,0
2483,2,0,2,1,1,3,0
2484,3,0,2,0,0,0,1
2485,0,0,2,2,0,2,1
2486,1,0,0,1,0,1,0
2487,1,0,2,0,0,2,0
2488,0,0,1,1,0,0,3
2489,1,2,0,4,1,2,0
2490,0,0,3,0,1,1,0
2491,0,3,0,1,1,1,2
2492,2,0,2,0,1,1,0
2493,4,0,0,0,0,3,4
2494,0,1,0,2,0,3,0
2495,0,0,0,1,0,1,2
2496,4,0,1,0,4,1,1
2497,1,0,4,3,1,0,0
2498,0,2,0,1,1,0,0
2499,1,0,0,0,4,1,0
2500,1,0,0,0,2,2,0
2501,0,0,0,0,0,1,3
2502,1,0,4,0,0,1,0
2503,0,0,0,1,0,0,0
2504,0,0,2,1,1,1,0
2505,0,0,2,2,0,3,4
2506,0,4,0,0,1,0,0
2507,1,0,0,0,1,1,0
2508,0,0,0,2,0,3,0
2509,1,0,0,0,1,3,0
2510,1,0,0,0,4,2,0
2511,1,0,1,1,0,1,0
2512,2,0,0,0,1,3,1
2513,2,0,1,0,3,1,0
2514,1,0,0,2,1,0,4
2515,1,0,2,0,0,1,0
