,chlorides,total_sulfur_dioxide,volatile_acidity,free_sulfur_dioxide,density,sulphates,residual_sugar
1696,0,1,1,1,0,3,0
1697,0,1,0,1,0,1,0
1698,0,0,0,2,0,1,0
1699,0,1,0,0,1,0,1
1700,0,2,0,0,0,2,0
1701,0,0,1,0,3,0,0
1702,0,3,2,1,0,1,0
1703,0,1,2,2,0,2,3
1704,0,1,0,0,0,4,3
1705,0,0,0,0,0,1,0
1706,4,0,1,0,1,3,2
1707,0,1,1,0,0,4,0
1708,0,1,0,1,0,3,0
1709,2,0,0,0,1,1,0
1710,0,2,0,4,0,1,0
1711,3,0,0,0,0,1,0
1712,0,1,0,0,1,1,0
1713,0,1,0,0,0,0,2
1714,0,1,1,0,2,0,0
1715,4,0,4,0,1,1,2
1716,0,1,3,4,0,0,0
1717,0,0,0,0,0,1,0
1718,2,1,0,0,0,0,0
1719,0,1,0,0,0,0,0
1720,0,1,0,0,0,0,1
1721,1,0,2,0,4,0,0
1722,3,1,1,0,1,0,0
1723,1,2,0,0,0,0,2
1724,3,0,1,0,4,1,2
1725,0,1,0,0,2,3,2
1726,0,1,0,0,4,0,0
1727,0,3,0,0,0,0,0
1728,0,1,1,0,0,0,2
1729,1,1,1,3,0,0,0
1730,0,2,1,3,2,0,2
1731,0,1,2,0,0,4,2
1732,0,0,0,4,2,1,0
1733,0,1,0,0,1,0,1
1734,0,1,1,0,0,0,0
1735,0,1,0,0,0,0,1
1736,0,2,4,0,0,0,0
1737,3,0,0,0,1,1,3
1738,3,1,2,4,0,0,0
1739,0,1,0,0,0,0,0
1740,2,0,0,0,2,0,4
1741,0,1,0,0,3,0,0
1742,0,1,0,0,1,0,0
1743,2,3,2,0,2,1,0
1744,0,0,2,0,0,4,0
1745,0,1,3,0,2,0,0
1746,0,2,0,0,0,0,0
1747,2,1,1,0,0,0,2
1748,0,1,0,4,0,1,0
1749,0,1,0,4,0,0,0
1750,0,1,0,3,0,1,0
1751,0,0,1,3,3,3,0
1752,0,0,4,0,1,1,0
1753,0,1,0,2,3,0,4
1754,0,0,0,0,1,0,0
1755,0,1,0,0,0,0,4
1756,0,4,4,0,0,0,0
1757,0,4,3,1,3,1,4
1758,0,0,0,0,3,0,0
1759,0,0,0,0,0,0,0
1760,0,3,2,4,0,3,0
1761,0,0,0,3,0,1,0
1762,3,0,0,0,0,2,0
1763,2,1,0,0,0,2,0
1764,0,1,0,0,0,3,0
1765,0,2,0,2,0,1,0
1766,0,2,1,0,0,0,0
1767,0,0,1,0,3,1,0
1768,0,0,2,0,0,0,0
1769,0,0,4,0,0,1,0
1770,0,1,0,0,0,0,3
1771,0,1,0,0,2,1,0
1772,2,0,1,0,1,1,0
1773,0,2,0,0,0,0,0
1774,3,1,0,0,0,4,0
1775,0,3,2,0,2,0,0
1776,0,1,2,3,3,0,0
1777,0,4,0,1,0,2,0
1778,1,0,1,0,4,0,1
1779,0,1,4,4,0,0,0
1780,0,1,0,0,0,1,2
1781,0,4,2,0,0,0,0
1782,4,0,1,3,0,0,0
1783,0,2,0,0,1,2,3
1784,2,1,0,0,0,3,1
1785,0,3,1,0,0,1,0
1786,3,1,0,0,1,4,1
1787,0,2,1,0,1,0,1
1788,0,0,2,0,0,0,0
1789,0,2,1,0,1,1,0
1790,0,0,2,0,0,0,2
1791,0,0,0,0,0,2,0
1792,0,0,1,0,1,4,2
1793,3,1,0,0,0,4,0
1794,2,0,1,0,1,1,0
1795,0,1,1,0,0,0,1
1796,2,0,0,2,0,0,0
1797,0,1,0,3,1,0,1
1798,0,0,2,0,0,0,0
1799,4,2,0,0,0,1,0
1800,0,0,0,0,0,0,0
1801,0,1,3,0,0,1,0
1802,0,1,0,0,0,0,4
1803,0,1,0,0,1,2,0
1804,0,1,1,4,4,0,0
1805,0,3,0,0,0,3,0
1806,4,2,1,2,4,0,0
1807,1,3,0,0,0,0,4
1808,0,1,1,0,0,0,0
1809,0,2,0,0,0,0,0
1810,1,4,0,0,0,0,0
1811,0,1,0,0,3,0,3
1812,0,1,0,0,0,0,0
1813,0,0,0,2,4,1,0
1814,0,1,0,1,0,1,0
1815,0,1,0,0,0,0,0
1816,0,1,0,4,0,0,0
1817,0,1,1,0,4,1,0
1818,0,1,0,0,0,0,4
1819,3,3,0,0,1,1,2
1820,0,1,2,2,0,4,3
1821,0,1,4,0,2,0,0
1822,4,1,0,3,2,0,0
1823,0,2,1,0,0,1,3
1824,0,1,1,0,0,0,0
1825,0,1,0,2,0,0,0
1826,0,1,1,0,0,0,3
1827,0,0,0,0,0,0,0
1828,4,2,0,0,1,4,0
1829,0,3,0,0,0,0,0
1830,0,2,0,0,1,4,3
1831,0,1,0,2,0,3,1
1832,0,2,0,0,1,1,1
1833,3,1,0,0,0,0,0
1834,0,0,2,3,0,0,2
1835,0,0,4,0,1,0,1
1836,2,1,0,0,0,2,2
1837,0,1,0,4,0,2,1
1838,4,1,2,0,0,1,0
1839,0,0,1,0,0,3,2
1840,0,0,0,1,0,4,0
1841,0,2,0,1,4,3,0
1842,0,0,1,0,0,0,0
1843,0,1,2,0,0,0,1
1844,0,1,0,2,1,4,1
1845,0,2,3,4,0,1,3
1846,0,0,1,0,0,0,0
1847,0,1,3,0,0,0,0
1848,0,1,0,0,4,0,4
1849,0,4,1,4,0,0,4
1850,0,1,0,1,0,3,0
1851,0,1,0,0,3,0,3
1852,0,1,0,0,0,1,4
1853,0,1,0,1,0,1,0
1854,0,3,2,3,2,4,0
1855,1,1,0,0,0,1,0
1856,0,2,1,0,0,1,4
1857,0,2,2,0,0,0,0
1858,1,1,3,0,0,4,0
1859,0,1,0,0,1,0,0
1860,0,0,3,0,0,2,0
1861,3,0,2,0,0,3,0
1862,0,4,0,4,0,1,1
1863,0,1,0,0,0,1,0
1864,0,1,0,0,0,4,0
1865,0,1,0,0,0,0,0
1866,0,0,0,0,0,0,0
1867,1,0,0,4,0,1,0
1868,0,3,2,0,0,1,1
1869,3,1,3,0,0,0,4
1870,0,1,0,0,0,0,0
1871,0,1,0,0,1,0,1
1872,0,0,1,0,4,2,0
1873,0,0,4,0,1,1,0
1874,0,1,3,0,1,4,0
1875,0,0,1,1,4,1,4
1876,0,2,4,1,0,0,0
1877,2,0,0,0,0,3,3
1878,0,0,0,0,4,3,0
1879,0,2,0,0,0,0,1
1880,0,1,3,0,0,2,0
1881,0,1,3,4,1,0,0
1882,0,1,0,0,0,2,0
1883,3,1,0,0,0,0,0
1884,4,1,0,0,0,0,0
1885,3,1,0,0,0,0,0
1886,0,0,2,0,0,1,0
1887,0,1,1,0,2,0,0
1888,0,1,1,2,0,1,0
1889,0,1,0,0,1,0,0
1890,0,2,0,0,1,1,1
1891,0,1,0,2,0,0,0
1892,0,1,2,0,1,0,0
1893,3,2,0,0,1,1,1
1894,0,1,1,0,1,0,1
1895,0,3,2,0,0,1,0
1896,0,0,3,0,0,0,0
1897,0,0,1,0,0,1,0
1898,0,0,4,0,0,1,0
1899,0,0,2,0,0,0,0
1900,0,1,4,4,3,0,3
1901,3,2,0,4,0,0,0
1902,0,1,0,0,0,0,0
1903,0,0,1,4,0,1,3
1904,0,3,1,3,0,0,4
1905,0,1,0,4,0,2,1
1906,0,1,0,0,0,1,0
1907,1,2,4,0,0,0,0
1908,2,2,0,0,0,0,0
1909,0,1,0,0,0,1,0
1910,2,1,0,0,0,3,3
1911,0,1,0,0,0,0,0
1912,0,0,2,2,1,3,0
1913,0,2,0,1,0,0,1
1914,0,2,0,0,1,1,1
1915,0,1,1,0,3,0,0
1916,0,4,4,0,3,4,0
1917,0,0,1,0,0,2,0
1918,1,2,0,2,1,0,0
1919,0,4,0,0,0,0,0
1920,0,0,0,0,0,3,0
1921,0,0,2,3,0,1,1
1922,0,1,1,0,0,0,0
1923,1,4,0,0,4,0,3
1924,0,0,1,0,1,2,0
1925,0,3,0,3,0,0,0
1926,0,0,1,0,0,0,0
1927,0,2,0,0,0,0,3
1928,4,4,0,0,2,0,0
1929,2,0,1,0,0,4,0
1930,4,3,2,0,4,4,0
1931,0,1,0,0,0,0,0
1932,0,2,2,0,2,0,0
1933,0,0,3,0,1,1,2
1934,0,4,1,0,0,0,0
1935,0,1,0,0,0,0,0
1936,0,0,2,0,0,0,0
1937,0,1,2,1,0,0,0
1938,0,1,0,0,0,4,0
1939,1,1,0,0,0,0,0
1940,0,1,0,0,0,1,0
1941,0,2,0,1,1,0,1
1942,0,2,0,1,1,1,1
1943,0,1,0,0,0,0,0
1944,2,1,0,2,0,1,0
1945,3,1,0,2,0,0,0
1946,0,2,4,0,0,1,0
1947,0,0,3,3,0,2,0
1948,0,0,4,2,0,0,0
1949,0,0,1,4,0,1,3
1950,0,0,3,0,0,0,0
1951,1,0,1,2,0,1,0
1952,0,2,0,0,2,0,0
1953,1,1,0,0,1,1,1
1954,0,4,0,0,3,0,3
1955,1,1,1,0,0,1,0
1956,0,1,0,0,0,3,0
1957,0,1,0,0,0,2,0
1958,1,1,0,0,3,0,0
1959,0,0,1,0,0,2,0
1960,0,1,3,0,0,1,0
1961,4,3,2,3,2,2,2
1962,0,1,0,0,1,2,1
1963,0,3,1,0,2,0,4
1964,0,1,0,0,0,1,4
1965,2,1,2,0,2,0,0
1966,0,1,0,0,0,0,0
1967,1,1,2,1,0,0,0
1968,0,4,3,0,0,0,0
1969,1,2,0,1,0,0,2
1970,0,1,1,0,4,0,1
1971,0,1,0,1,0,0,4
1972,0,1,1,0,0,0,2
1973,0,1,1,0,4,1,1
1974,0,2,0,0,1,0,0
1975,2,1,0,3,4,1,1
1976,1,4,1,3,0,0,0
1977,0,0,1,2,1,2,0
1978,0,4,0,0,1,0,1
1979,0,0,0,0,0,1,0
1980,0,0,1,1,1,4,1
1981,1,0,1,0,0,2,2
1982,0,1,2,0,0,0,4
1983,1,1,1,0,0,0,0
1984,0,0,0,0,0,0,3
1985,0,2,0,1,2,0,0
1986,0,0,0,0,0,1,4
1987,2,0,2,0,1,2,4
1988,0,0,1,0,0,2,0
1989,0,1,0,0,1,0,1
1990,0,1,0,3,0,0,4
1991,1,1,3,4,1,0,0
1992,3,0,1,0,3,1,0
1993,0,1,0,1,0,0,0
1994,0,1,0,0,0,0,3
1995,0,1,0,0,1,0,2
1996,0,1,0,0,0,4,2
1997,0,3,0,1,0,4,2
1998,0,0,0,0,3,4,0
1999,4,1,0,0,0,2,4
2000,0,0,0,0,3,0,2
2001,0,0,0,0,0,1,0
2002,0,0,1,0,0,1,0
2003,4,0,1,0,0,0,3
2004,2,2,0,0,4,0,0
2005,0,1,0,0,0,0,1
2006,0,2,0,4,1,0,0
2007,0,2,0,2,0,0,0
2008,0,0,1,0,0,4,0
2009,0,0,1,0,3,2,0
2010,0,3,0,1,1,2,0
2011,3,1,0,0,0,0,0
2012,1,0,1,4,3,1,0
2013,0,1,0,0,0,1,0
2014,4,2,0,0,4,4,2
2015,0,0,0,0,0,0,0
2016,1,1,0,1,0,0,0
2017,0,4,0,2,3,0,1
2018,1,1,2,0,0,1,1
2019,3,1,4,1,1,0,0
2020,3,3,0,0,0,0,4
2021,0,0,4,0,0,0,0
2022,0,1,4,0,0,0,0
2023,0,1,3,0,0,3,0
2024,0,2,0,0,2,0,0
2025,0,1,4,0,0,0,0
2026,1,3,0,4,0,0,0
2027,0,1,0,0,1,0,1
2028,0,0,0,0,1,1,0
2029,0,3,1,0,0,0,0
2030,0,1,0,1,4,0,1
2031,0,3,0,1,0,2,0
2032,3,2,0,0,0,0,0
2033,0,4,0,0,4,0,0
2034,0,1,0,0,0,4,0
2035,0,1,1,0,3,0,0
2036,0,1,4,1,0,0,4
2037,0,1,0,0,0,0,3
2038,0,4,0,0,0,0,3
2039,0,2,0,0,1,3,0
2040,0,1,3,0,0,0,0
2041,2,0,2,0,1,0,0
2042,0,1,0,0,0,0,0
2043,3,0,1,1,0,0,1
2044,3,0,0,0,3,0,0
2045,1,3,0,0,0,0,4
2046,0,1,0,0,0,1,2
2047,4,0,1,0,1,1,0
2048,0,2,0,0,4,0,3
2049,0,1,0,0,0,4,0
2050,1,2,2,1,0,2,0
2051,0,1,0,0,0,0,0
2052,0,1,2,2,2,0,2
2053,0,1,3,0,1,0,0
2054,1,3,0,0,0,0,0
2055,0,4,0,1,0,0,0
2056,0,1,0,0,1,0,0
2057,0,2,0,1,0,0,0
2058,2,0,0,0,0,0,0
2059,0,0,0,0,0,0,0
2060,0,0,0,0,2,0,0
2061,3,2,2,0,2,2,0
2062,0,1,0,0,0,2,0
2063,0,3,0,0,0,2,0
2064,1,4,0,4,0,0,0
2065,0,2,0,0,1,1,1
2066,0,2,0,1,3,0,3
2067,0,2,1,1,0,0,0
2068,0,0,0,0,1,3,0
2069,0,3,2,2,0,0,0
2070,0,0,1,0,0,0,0
2071,3,1,2,1,0,0,0
2072,3,0,3,1,0,0,4
2073,0,4,0,4,0,0,4
2074,0,3,0,0,0,4,2
2075,1,1,1,4,1,1,4
2076,0,2,0,0,0,2,0
2077,0,4,1,4,2,0,0
2078,0,0,0,0,0,0,4
2079,0,1,3,0,3,0,1
2080,0,4,0,0,2,1,0
2081,4,1,2,0,0,1,1
2082,4,1,0,0,0,0,0
2083,4,0,0,0,0,1,0
2084,0,2,0,2,0,3,1
2085,1,0,3,1,1,3,0
2086,0,2,2,0,0,1,0
2087,0,0,3,0,0,3,2
2088,1,0,0,0,2,0,1
2089,0,2,1,0,4,1,0
2090,0,3,0,0,0,1,0
2091,2,0,0,0,0,0,1
2092,1,1,0,0,0,1,0
2093,0,1,0,0,0,1,0
2094,3,1,2,1,0,0,4
2095,4,1,0,0,0,3,0
2096,0,0,1,0,1,1,0
2097,0,4,0,0,2,0,0
2098,0,1,0,0,0,0,0
2099,0,2,0,0,0,4,0
2100,0,0,1,2,1,1,0
2101,2,1,4,0,1,0,1
2102,4,0,2,0,0,1,0
2103,0,1,1,0,2,0,0
2104,0,1,2,0,1,0,0
2105,0,1,2,4,0,1,0
2106,0,0,0,2,0,1,0
2107,1,0,2,2,0,3,0
2108,0,0,0,0,0,0,0
2109,0,2,0,0,0,1,0
2110,0,1,0,0,4,0,2
2111,0,2,0,4,4,1,0
2112,0,3,1,0,0,1,0
2113,1,1,2,3,0,1,0
2114,0,1,2,4,0,0,4
2115,0,2,0,0,0,1,1
2116,0,0,0,4,0,0,0
2117,1,1,1,0,0,0,0
2118,0,1,0,0,0,3,0
2119,4,3,2,3,0,0,4
2120,1,0,0,0,0,0,3
2121,0,1,1,3,1,2,0
2122,2,0,0,3,0,0,4
2123,0,0,2,0,2,1,4
2124,4,4,3,1,0,2,0
2125,4,1,0,0,3,0,0
2126,0,0,0,0,0,0,2
2127,0,1,0,0,0,2,0
2128,0,2,4,3,0,0,0
2129,0,2,0,0,0,0,0
2130,0,1,0,1,0,0,0
2131,4,1,1,4,1,2,2
2132,0,0,2,3,0,0,0
2133,0,3,0,4,0,0,0
2134,0,3,1,0,0,0,0
2135,0,4,4,0,0,0,0
2136,0,0,2,0,4,0,0
2137,0,4,0,0,0,0,0
2138,1,3,0,0,1,2,1
2139,1,1,0,0,0,0,0
2140,0,1,1,0,0,0,0
2141,0,1,1,0,0,0,0
2142,0,0,0,2,0,1,0
2143,0,1,0,0,0,0,4
2144,0,1,0,0,0,1,0
2145,3,0,1,0,1,1,0
2146,0,4,0,0,1,0,1
2147,0,1,1,0,4,1,0
2148,0,0,0,1,0,0,0
2149,0,2,1,0,0,2,0
2150,0,1,0,3,0,0,0
2151,0,1,3,0,0,0,0
2152,0,1,4,0,0,0,0
2153,0,2,0,0,0,0,0
2154,1,0,0,0,2,0,2
2155,2,0,3,0,0,1,0
2156,0,1,0,0,3,0,0
2157,0,3,3,0,0,0,0
2158,1,0,1,0,3,1,4
2159,0,1,1,0,0,0,0
2160,0,1,1,0,0,4,1
2161,1,2,1,0,1,0,2
2162,2,4,0,1,1,0,3
2163,0,0,0,0,0,0,0
2164,0,0,4,0,1,1,2
2165,0,1,0,0,0,0,1
2166,0,0,0,0,0,0,0
2167,0,4,0,1,0,0,4
2168,0,3,1,1,3,0,0
2169,0,1,0,1,0,0,0
2170,0,2,0,1,2,1,3
2171,0,0,2,0,4,0,0
2172,3,1,0,1,0,0,0
2173,0,1,0,0,2,2,2
2174,0,0,0,4,0,0,0
2175,0,4,3,0,0,1,0
2176,4,2,1,0,1,0,2
2177,0,3,0,2,0,0,0
2178,2,1,1,0,1,0,1
2179,0,1,3,0,1,0,1
2180,0,1,1,0,4,0,0
2181,0,2,1,0,2,0,0
2182,0,0,4,3,0,0,0
2183,0,0,3,0,0,2,0
2184,0,0,1,0,0,1,0
2185,0,0,0,0,0,4,0
2186,2,1,0,0,1,0,0
2187,0,4,0,2,0,2,0
2188,0,0,1,0,3,1,0
2189,0,1,0,0,1,0,0
2190,0,1,3,0,0,0,0
2191,0,3,0,0,0,1,2
2192,0,1,0,4,0,0,0
2193,0,0,1,0,2,0,3
2194,0,1,0,0,0,0,0
2195,2,0,2,0,0,1,0
2196,0,2,3,0,1,0,3
2197,1,1,0,0,0,0,0
2198,1,2,0,0,0,2,0
2199,0,3,1,4,0,0,1
2200,4,0,0,0,4,1,0
2201,0,1,0,1,0,0,0
2202,0,0,0,0,1,1,0
2203,0,1,1,0,0,0,2
2204,3,3,4,4,0,2,0
2205,1,1,0,0,0,2,0
2206,0,1,3,0,1,0,0
2207,0,1,0,0,1,0,0
2208,0,4,0,0,0,0,4
2209,0,1,0,0,3,0,0
2210,0,1,0,0,2,0,0
2211,4,0,1,4,2,1,3
2212,1,0,1,0,1,1,0
2213,1,1,1,0,1,0,0
2214,0,0,2,0,0,0,0
2215,0,2,1,1,1,0,3
2216,0,1,0,0,0,0,1
2217,1,0,1,0,2,1,0
2218,3,1,0,3,0,3,0
2219,3,4,4,1,0,0,0
2220,0,1,0,4,3,0,0
2221,0,1,4,0,0,0,2
2222,0,0,3,0,0,1,0
2223,0,0,0,0,1,1,0
2224,0,1,0,4,0,0,0
2225,4,1,4,1,1,0,3
2226,0,1,0,0,0,1,0
2227,0,0,1,0,1,1,0
2228,0,4,1,0,1,1,2
2229,0,1,0,0,2,0,0
2230,0,0,2,0,4,1,0
2231,0,1,0,0,0,0,0
2232,0,2,0,0,1,0,0
2233,0,2,4,0,1,0,0
2234,1,1,0,2,0,0,3
2235,0,3,0,0,0,2,0
2236,0,1,0,0,0,1,0
2237,0,2,2,0,0,1,0
2238,0,2,0,0,0,0,0
2239,1,1,0,0,0,4,0
2240,2,1,1,0,0,0,0
2241,0,1,0,0,0,4,3
2242,2,0,2,0,0,1,0
2243,3,4,0,3,0,0,0
2244,0,0,1,4,0,1,2
2245,0,4,3,0,2,0,0
2246,0,1,0,0,1,0,3
2247,0,0,0,0,0,0,2
2248,0,1,1,4,0,0,4
2249,3,3,2,0,0,0,1
2250,0,4,1,2,0,0,0
2251,1,2,0,4,1,1,0
2252,0,0,4,1,4,0,1
2253,0,3,0,0,0,0,0
2254,3,1,0,0,1,0,4
2255,0,2,3,4,4,3,3
2256,4,0,4,0,4,0,4
2257,1,0,0,0,4,0,0
2258,0,1,0,0,0,4,3
2259,0,1,0,0,1,0,3
2260,4,0,2,0,1,4,0
2261,0,0,1,0,0,0,0
2262,0,2,0,0,1,0,0
2263,0,1,1,4,0,0,0
2264,1,2,4,0,1,0,1
2265,0,1,0,4,0,0,0
2266,0,2,0,1,1,1,1
2267,0,1,4,0,0,4,0
2268,0,1,2,0,1,0,4
2269,1,4,0,0,0,0,0
2270,0,0,1,0,0,1,0
2271,4,3,0,0,4,3,0
2272,0,0,0,0,0,0,1
2273,0,3,1,0,0,2,0
2274,0,1,0,3,1,0,1
2275,0,2,1,0,0,0,0
2276,0,0,0,0,0,0,2
2277,0,3,4,0,0,0,0
2278,3,1,0,0,1,3,1
2279,3,2,0,1,0,0,0
2280,0,1,1,0,0,0,0
2281,0,0,3,0,3,0,1
2282,3,3,2,0,0,4,4
2283,2,2,0,1,0,0,0
2284,0,1,0,4,0,0,0
2285,3,1,0,0,0,0,0
2286,0,3,1,4,0,0,0
2287,0,3,0,0,4,0,1
2288,0,1,0,2,0,0,0
2289,0,1,0,0,3,0,4
2290,0,2,0,0,3,4,4
2291,0,2,0,2,0,1,0
2292,2,0,1,0,4,2,2
2293,0,1,0,0,0,0,0
2294,0,2,1,0,0,4,0
2295,0,1,0,0,2,0,1
2296,0,1,0,4,0,0,0
2297,0,0,1,0,0,3,0
2298,4,0,4,0,0,1,0
2299,0,1,0,0,0,3,0
2300,0,1,2,0,0,0,4
2301,0,2,0,0,1,3,0
2302,0,3,3,0,0,0,3
2303,0,0,1,0,4,0,0
2304,0,1,0,0,1,0,4
2305,0,0,0,0,4,0,1
2306,0,3,0,0,0,0,0
2307,0,3,0,3,0,4,0
2308,0,0,0,0,0,1,0
2309,2,1,0,0,0,1,0
2310,0,2,0,0,1,1,0
2311,0,1,3,2,0,0,0
2312,0,1,1,0,0,0,4
2313,0,1,4,0,0,4,0
2314,0,1,1,0,1,3,0
2315,0,0,1,3,2,1,0
2316,0,0,2,0,0,0,0
2317,0,0,0,0,0,0,0
2318,0,1,0,0,0,0,0
2319,4,1,0,4,0,0,0
2320,0,0,1,0,0,0,1
2321,2,1,0,0,1,0,1
2322,0,1,1,0,0,1,0
2323,4,2,0,0,1,0,0
2324,0,1,3,0,0,0,0
2325,0,1,1,0,0,0,3
2326,0,1,0,0,0,3,0
2327,0,2,0,1,1,1,1
2328,2,1,0,2,4,0,0
2329,0,1,0,0,0,0,1
2330,0,1,0,2,0,1,0
2331,0,0,2,0,0,0,0
2332,0,1,0,0,1,0,0
2333,1,1,3,0,1,3,0
2334,0,1,0,0,2,1,0
2335,0,1,2,0,2,0,0
2336,4,2,0,0,4,2,0
2337,0,0,0,0,0,2,0
2338,1,0,0,0,0,3,0
2339,2,0,3,0,0,0,2
2340,0,0,0,0,0,1,0
2341,0,0,1,4,0,1,0
2342,0,0,1,0,0,1,0
2343,3,1,0,0,0,4,0
2344,0,0,0,0,0,2,3
2345,2,0,0,4,0,0,0
2346,1,0,1,0,4,0,0
2347,0,0,3,0,2,1,2
2348,0,2,0,0,0,0,0
2349,0,1,0,0,1,0,1
2350,0,3,2,0,0,0,0
2351,0,0,3,0,4,1,0
2352,1,1,0,0,3,0,0
2353,0,0,0,0,0,0,1
2354,4,1,2,1,0,3,0
2355,0,3,1,4,0,0,0
2356,0,1,0,0,0,0,4
2357,0,4,3,0,0,1,3
2358,0,1,0,0,0,2,0
2359,4,0,1,0,3,1,0
2360,0,1,0,0,0,3,4
2361,2,4,1,2,4,0,0
2362,0,0,1,4,0,0,0
2363,0,1,0,2,0,4,0
2364,0,0,2,0,0,2,0
2365,0,3,2,2,0,2,0
2366,0,1,0,0,3,0,0
2367,0,4,2,0,0,0,1
2368,0,1,0,0,0,0,0
2369,0,0,1,0,0,0,0
2370,0,1,0,0,0,1,0
2371,4,2,0,1,0,1,0
2372,1,1,0,0,0,3,0
2373,0,2,0,1,1,0,0
2374,0,0,0,0,3,1,0
2375,0,1,0,0,0,4,0
2376,0,0,2,0,0,1,0
2377,0,1,0,0,1,0,2
2378,0,1,0,0,3,0,0
2379,0,1,4,0,1,3,1
2380,0,0,1,0,0,0,0
2381,0,0,0,1,0,0,0
2382,0,4,4,0,0,0,0
2383,0,0,3,0,3,1,0
2384,0,0,0,1,0,4,0
2385,0,1,0,3,0,0,0
2386,0,2,4,3,0,0,4
2387,0,0,1,2,0,0,0
2388,0,1,0,0,0,0,3
2389,0,1,0,0,0,2,0
2390,4,2,1,3,3,0,1
2391,0,0,2,1,1,2,1
2392,0,2,3,0,0,0,0
2393,0,1,3,1,2,3,0
2394,0,1,0,0,0,0,0
2395,0,0,0,0,0,3,1
2396,1,0,0,0,0,1,0
2397,0,0,1,1,0,0,0
2398,3,0,0,0,0,0,0
2399,1,1,0,2,4,1,0
2400,0,2,0,0,0,4,0
2401,4,1,1,0,0,1,2
2402,1,3,1,0,0,0,1
2403,0,2,0,0,1,0,0
2404,0,0,0,0,2,2,0
2405,4,0,0,0,0,3,0
2406,3,1,0,0,0,0,4
2407,0,1,2,4,0,0,4
2408,0,1,0,0,0,1,1
2409,0,1,1,2,0,0,0
2410,0,2,3,0,0,1,0
2411,1,0,3,0,0,1,0
2412,0,0,1,0,1,0,0
2413,0,1,3,1,0,0,0
2414,0,0,0,0,0,0,0
2415,2,0,1,0,1,2,2
2416,0,4,0,0,0,0,0
2417,0,0,0,0,0,2,2
2418,0,0,1,0,1,1,0
2419,0,0,0,3,0,2,0
2420,0,1,2,0,1,1,0
2421,0,2,0,0,1,0,0
2422,2,0,0,0,1,1,0
2423,0,2,3,1,1,1,4
2424,0,2,0,1,1,0,3
2425,0,3,1,1,1,2,1
2426,0,1,1,3,0,0,1
2427,0,0,0,0,0,1,0
2428,0,0,0,0,0,0,0
2429,0,1,1,1,0,0,0
2430,4,0,0,0,0,1,0
2431,3,1,0,0,3,0,0
2432,2,1,1,0,4,1,0
2433,0,1,1,0,3,4,0
2434,0,2,2,0,0,0,0
2435,0,1,1,0,0,1,2
2436,0,1,4,3,3,0,0
2437,0,1,0,0,0,0,4
2438,0,1,0,0,0,0,0
2439,0,0,2,0,0,1,0
2440,4,3,1,0,1,0,0
2441,0,1,1,0,0,0,0
2442,0,2,0,1,1,0,0
2443,0,1,4,0,0,0,0
2444,4,1,1,0,0,1,0
2445,0,0,0,0,0,0,2
2446,0,0,0,0,0,0,0
2447,0,1,2,0,0,4,0
2448,0,1,0,0,0,0,0
2449,0,1,0,0,1,0,3
2450,1,1,1,0,3,0,0
2451,4,3,0,0,0,0,3
2452,0,0,1,0,1,4,0
2453,4,2,4,0,0,1,0
2454,0,1,0,0,4,1,3
2455,0,4,1,0,3,1,0
2456,4,1,0,0,0,4,0
2457,0,1,0,1,1,0,1
2458,0,4,0,0,1,2,4
2459,4,1,1,0,4,0,0
2460,0,0,1,4,0,1,0
2461,3,1,4,0,0,3,0
2462,0,4,1,0,0,1,0
2463,0,1,1,0,1,0,1
2464,0,0,2,0,0,0,0
2465,4,0,4,0,3,0,0
2466,0,1,0,0,0,0,0
2467,0,4,0,0,3,0,0
2468,0,1,0,0,3,2,1
2469,0,0,1,0,4,0,0
2470,0,2,0,3,0,1,0
2471,0,1,0,2,1,0,1
2472,0,4,1,0,0,4,4
2473,4,1,0,4,0,3,0
2474,0,1,0,1,0,0,2
2475,0,0,2,0,2,1,0
2476,0,1,3,0,1,1,2
2477,0,1,0,0,0,1,0
2478,0,2,0,2,1,1,2
2479,3,2,1,1,0,0,0
2480,0,1,0,1,0,0,0
2481,0,3,2,0,4,0,0
2482,2,1,0,0,0,0,0
2483,0,1,1,0,0,0,0
2484,0,1,0,0,1,0,1
2485,0,1,0,0,0,0,1
2486,0,1,1,0,0,0,0
2487,0,1,0,0,0,0,0
2488,0,0,1,0,2,1,1
2489,0,1,0,3,0,0,0
2490,3,0,3,0,0,3,4
2491,0,1,1,0,0,1,0
2492,0,2,0,0,1,0,0
2493,0,1,2,0,1,1,0
2494,0,0,1,0,0,0,0
2495,0,0,1,2,0,1,0
2496,0,2,1,1,1,2,3
2497,0,1,3,0,0,0,0
2498,2,1,1,0,0,2,0
2499,0,1,4,0,0,0,0
2500,0,1,0,2,0,0,2
2501,0,0,0,0,0,1,0
2502,0,2,0,4,1,0,0
2503,0,4,2,0,1,0,3
2504,0,0,2,0,0,1,2
2505,0,2,3,0,1,0,1
2506,0,1,0,0,0,0,0
2507,3,3,0,0,0,1,2
2508,4,0,2,1,4,0,0
2509,3,1,0,0,2,4,1
2510,0,1,2,3,0,0,4
2511,0,1,0,1,0,0,2
2512,0,0,0,0,1,1,1
2513,3,1,4,2,1,1,1
2514,0,1,0,0,1,3,0
2515,3,2,0,0,0,4,0
