,chlorides,density,citric_acid,alcohol,total_sulfur_dioxide,sulphates,volatile_acidity
1697,0,4,0,1,1,0,4
1698,0,0,0,1,0,4,1
1699,0,0,4,0,1,0,0
1700,0,0,1,2,1,1,4
1701,0,0,0,1,0,0,1
1702,2,0,0,1,0,1,1
1703,0,0,0,0,1,0,1
1704,0,4,1,1,2,0,2
1705,0,0,1,1,4,4,0
1706,4,1,0,1,1,0,1
1707,0,0,0,2,1,0,4
1708,0,0,0,1,1,0,1
1709,0,0,0,1,0,0,0
1710,0,0,0,2,4,1,0
1711,0,0,1,2,2,1,0
1712,0,0,0,1,0,1,3
1713,0,0,1,1,3,0,2
1714,4,0,0,3,1,3,1
1715,0,1,2,1,0,1,1
1716,0,0,0,0,1,0,2
1717,0,0,0,0,0,1,0
1718,0,4,0,4,4,2,0
1719,0,0,0,0,1,3,0
1720,2,0,1,3,1,0,0
1721,4,0,0,3,0,0,0
1722,0,4,0,0,1,0,1
1723,1,0,2,2,2,0,0
1724,0,1,1,3,0,1,1
1725,0,4,1,2,1,0,0
1726,0,0,0,1,0,0,0
1727,0,0,0,2,1,0,0
1728,0,0,1,1,1,0,1
1729,1,0,1,2,1,0,1
1730,0,0,0,0,2,0,0
1731,0,0,1,2,1,2,0
1732,0,0,0,1,0,3,0
1733,0,0,1,3,1,2,0
1734,0,0,0,1,1,0,3
1735,0,3,0,0,1,4,0
1736,0,4,0,0,0,0,0
1737,0,1,1,3,0,1,0
1738,1,0,2,0,2,0,0
1739,0,3,1,4,1,4,1
1740,0,3,3,3,0,0,4
1741,0,0,1,2,1,1,0
1742,0,0,4,1,1,1,0
1743,0,1,3,0,0,3,1
1744,0,1,0,0,0,3,2
1745,0,0,0,3,2,0,0
1746,1,3,0,3,0,0,1
1747,0,4,3,0,2,0,1
1748,0,0,1,4,1,1,0
1749,0,0,1,1,3,0,1
1750,0,0,0,2,1,4,4
1751,0,1,0,4,0,1,1
1752,2,0,1,1,4,1,3
1753,4,0,3,4,4,0,0
1754,0,0,1,4,0,0,3
1755,3,0,3,2,2,0,0
1756,1,0,3,1,1,0,0
1757,0,1,0,2,0,1,0
1758,1,4,1,1,4,2,1
1759,0,0,0,3,0,0,0
1760,0,0,1,2,0,4,0
1761,2,1,0,1,2,0,0
1762,0,0,1,2,1,1,0
1763,0,0,0,0,1,0,0
1764,0,1,1,2,1,3,2
1765,4,1,1,1,2,0,0
1766,0,0,0,0,2,0,4
1767,0,1,0,3,1,1,1
1768,0,0,0,0,0,4,3
1769,2,0,0,1,0,0,1
1770,3,0,0,1,1,1,0
1771,0,0,0,1,1,0,0
1772,0,4,0,1,0,1,1
1773,0,0,1,0,2,0,3
1774,0,0,1,2,0,0,0
1775,2,0,0,1,0,0,2
1776,0,2,0,0,0,1,3
1777,0,1,0,1,2,0,0
1778,4,0,1,2,1,0,0
1779,4,0,2,0,1,0,0
1780,0,3,1,2,1,3,0
1781,1,0,0,1,0,0,2
1782,4,0,1,3,0,0,0
1783,2,3,1,4,3,0,0
1784,0,0,0,2,1,2,1
1785,0,0,0,1,0,2,1
1786,0,0,1,0,1,0,3
1787,3,1,0,0,2,2,4
1788,0,0,0,2,0,0,4
1789,0,3,1,2,4,1,1
1790,0,0,0,1,0,3,2
1791,0,0,0,2,1,0,1
1792,0,0,1,1,0,1,1
1793,0,0,0,0,1,4,0
1794,0,0,1,0,0,1,1
1795,1,0,4,1,4,0,1
1796,0,0,0,1,0,0,0
1797,0,1,1,4,1,0,0
1798,3,4,0,2,0,1,3
1799,0,1,0,2,1,1,0
1800,4,0,1,3,0,0,3
1801,0,2,0,1,0,1,0
1802,0,0,0,3,1,0,0
1803,0,1,1,4,0,1,0
1804,0,1,1,1,1,0,0
1805,0,0,4,3,1,0,0
1806,0,4,0,2,3,1,1
1807,0,0,1,1,1,0,1
1808,0,0,0,3,1,0,1
1809,3,0,3,0,1,0,1
1810,0,0,1,0,1,0,0
1811,0,2,0,1,1,0,0
1812,0,0,1,3,1,0,0
1813,0,1,1,3,0,1,2
1814,0,0,0,0,2,3,0
1815,0,0,0,2,1,0,0
1816,0,1,0,1,0,0,2
1817,0,4,0,2,1,1,0
1818,0,0,0,2,0,0,0
1819,1,1,2,4,1,0,3
1820,0,0,0,2,0,4,3
1821,3,2,4,2,1,0,1
1822,0,0,1,1,1,1,3
1823,3,0,1,3,1,3,1
1824,0,0,0,4,1,0,0
1825,0,0,1,1,1,0,0
1826,0,0,3,3,1,1,1
1827,1,0,0,1,4,0,0
1828,0,1,0,0,2,0,0
1829,1,0,3,2,1,2,0
1830,0,1,1,1,2,0,0
1831,0,0,1,2,1,0,0
1832,0,1,0,0,2,1,1
1833,0,0,3,2,1,0,1
1834,4,1,3,1,0,0,2
1835,2,0,1,1,0,0,0
1836,0,0,0,2,1,0,0
1837,0,1,1,2,1,0,0
1838,0,3,1,2,0,1,1
1839,0,0,1,1,0,1,1
1840,0,0,1,2,1,0,0
1841,3,1,2,4,2,4,0
1842,4,0,0,3,2,0,1
1843,0,0,1,3,1,4,0
1844,0,1,2,0,3,0,0
1845,0,4,0,1,2,0,1
1846,4,0,0,1,4,0,1
1847,0,0,1,1,1,3,0
1848,4,0,0,1,1,0,3
1849,0,1,3,4,1,1,1
1850,0,2,3,2,3,0,0
1851,0,1,0,0,2,2,0
1852,0,1,4,1,1,1,0
1853,0,0,2,1,1,1,0
1854,3,0,1,3,2,0,0
1855,1,2,4,0,1,0,0
1856,0,1,1,1,2,2,2
1857,1,0,0,3,1,0,0
1858,1,0,0,1,1,0,0
1859,0,1,0,3,1,0,0
1860,0,0,0,1,1,0,1
1861,3,0,3,2,0,2,2
1862,0,0,1,1,2,3,0
1863,0,0,0,4,1,1,0
1864,0,0,2,2,1,3,0
1865,1,0,1,1,1,0,0
1866,4,4,0,4,0,0,4
1867,1,0,3,2,0,1,0
1868,0,0,0,1,0,3,2
1869,0,2,1,0,1,0,0
1870,2,0,1,2,1,4,0
1871,0,1,1,3,1,0,0
1872,0,0,0,4,1,1,2
1873,0,1,1,1,0,1,1
1874,0,0,1,1,1,1,1
1875,2,1,1,2,0,1,1
1876,0,0,0,0,2,2,0
1877,0,0,4,3,4,1,1
1878,2,1,1,2,0,1,0
1879,0,4,1,3,0,0,1
1880,0,0,3,1,0,0,1
1881,0,0,1,3,2,4,0
1882,0,2,1,2,2,0,3
1883,1,2,0,1,1,0,0
1884,0,0,0,3,0,0,1
1885,0,0,4,1,1,0,3
1886,0,0,0,1,0,0,2
1887,0,0,1,0,3,0,1
1888,0,4,0,2,1,0,2
1889,0,3,1,1,1,0,0
1890,0,1,1,0,0,1,0
1891,1,0,1,1,1,1,0
1892,0,0,1,4,1,4,0
1893,0,1,0,0,1,2,0
1894,0,1,2,1,0,1,0
1895,1,0,0,1,1,3,0
1896,1,0,0,2,0,0,0
1897,0,1,0,1,1,1,1
1898,1,0,0,1,0,0,3
1899,0,0,3,2,0,4,0
1900,0,1,4,4,1,0,0
1901,2,0,2,0,1,0,0
1902,0,0,2,2,1,0,0
1903,1,0,0,2,3,1,1
1904,0,1,3,2,1,3,2
1905,0,0,2,3,1,4,4
1906,0,0,0,1,2,0,0
1907,0,0,0,1,2,0,0
1908,0,0,0,1,1,0,0
1909,0,0,1,4,1,2,0
1910,0,0,0,3,1,0,3
1911,0,0,0,2,1,0,0
1912,0,0,0,1,0,0,4
1913,0,0,1,0,2,0,0
1914,0,3,1,0,1,1,2
1915,0,1,0,1,1,0,0
1916,3,0,1,3,1,1,1
1917,0,0,0,0,0,2,4
1918,0,1,2,1,2,1,0
1919,0,0,3,4,1,0,2
1920,0,0,4,2,0,0,3
1921,0,0,0,2,1,1,2
1922,0,1,1,1,1,0,1
1923,0,0,2,0,1,0,1
1924,0,1,4,1,0,0,1
1925,0,0,1,0,3,0,0
1926,0,3,2,3,0,0,1
1927,2,0,0,2,1,3,0
1928,0,0,0,3,1,0,0
1929,2,0,1,1,0,2,1
1930,1,0,1,2,1,0,3
1931,1,1,0,3,1,0,0
1932,0,4,2,1,2,0,0
1933,0,4,2,4,0,1,1
1934,0,3,0,1,0,3,1
1935,0,0,0,1,2,0,1
1936,2,4,1,1,0,0,0
1937,3,0,0,4,0,1,1
1938,0,0,2,1,1,0,0
1939,2,0,0,1,2,0,0
1940,0,0,0,1,1,1,0
1941,0,4,0,3,1,0,0
1942,3,1,1,1,2,1,0
1943,0,0,3,2,1,3,0
1944,0,1,3,3,1,1,0
1945,0,4,0,1,1,1,4
1946,0,0,1,1,2,1,0
1947,0,0,0,0,0,0,0
1948,0,0,1,2,2,0,3
1949,3,0,0,1,0,0,1
1950,0,0,0,1,4,0,1
1951,4,1,0,4,0,1,1
1952,0,1,0,0,0,1,3
1953,0,2,1,0,1,1,0
1954,0,0,0,1,4,0,1
1955,0,0,0,3,1,1,0
1956,0,0,1,1,2,0,0
1957,3,1,1,0,1,2,0
1958,1,0,0,3,1,0,2
1959,0,4,0,2,0,2,1
1960,3,0,0,0,1,1,1
1961,1,0,2,3,2,0,0
1962,0,1,1,1,1,4,2
1963,0,4,1,3,1,0,1
1964,0,0,0,1,2,1,0
1965,4,0,0,3,1,0,1
1966,0,0,1,1,2,0,2
1967,0,0,0,1,3,0,0
1968,2,0,0,3,4,0,0
1969,0,0,0,0,2,0,0
1970,0,0,0,2,1,0,3
1971,2,0,0,2,4,3,0
1972,0,0,1,1,1,0,1
1973,2,1,3,2,1,0,1
1974,0,4,1,1,0,2,0
1975,0,1,0,0,1,1,0
1976,4,0,0,2,1,0,1
1977,0,1,0,1,0,4,1
1978,0,1,0,0,1,0,0
1979,0,0,1,0,0,1,1
1980,0,4,0,0,0,3,1
1981,0,0,1,4,1,3,1
1982,3,3,0,1,1,0,1
1983,1,0,4,0,1,0,3
1984,0,4,1,2,3,0,2
1985,0,1,1,0,3,1,0
1986,2,0,1,1,1,1,0
1987,0,1,3,1,0,2,2
1988,0,0,4,1,0,4,1
1989,0,3,1,3,1,0,0
1990,4,0,0,4,1,2,0
1991,1,3,3,3,1,0,0
1992,0,1,0,4,2,1,1
1993,0,0,1,1,1,0,0
1994,0,0,4,4,1,0,3
1995,1,1,0,4,2,0,0
1996,2,0,1,3,0,0,0
1997,3,0,0,1,0,0,0
1998,0,0,3,2,0,0,0
1999,0,0,4,4,1,1,0
2000,0,0,0,1,4,0,0
2001,0,3,0,3,0,0,0
2002,0,0,0,1,0,1,1
2003,0,0,1,3,0,0,0
2004,0,0,1,2,1,0,0
2005,0,0,0,1,4,0,0
2006,0,1,1,1,1,0,0
2007,0,0,1,0,2,0,0
2008,0,0,0,0,1,0,1
2009,0,0,1,2,2,1,2
2010,0,1,1,0,1,3,4
2011,0,2,1,1,1,0,0
2012,2,1,1,2,0,2,1
2013,0,2,1,3,1,0,0
2014,0,2,1,1,2,0,0
2015,4,2,1,3,0,0,4
2016,0,4,1,3,0,0,0
2017,1,0,2,1,3,0,0
2018,0,0,0,1,1,1,0
2019,0,1,1,0,1,0,0
2020,0,1,1,4,0,0,0
2021,2,0,0,4,1,0,0
2022,0,0,0,2,0,0,0
2023,0,4,1,2,1,0,2
2024,0,0,3,0,1,3,3
2025,2,0,0,1,1,0,0
2026,0,0,0,1,0,0,0
2027,3,1,0,0,1,1,2
2028,0,3,3,3,0,1,2
2029,0,0,0,0,0,0,3
2030,0,0,1,1,3,0,0
2031,0,0,0,1,1,0,0
2032,3,4,1,3,1,0,0
2033,0,0,1,2,1,0,0
2034,0,0,0,0,1,1,0
2035,0,0,0,3,1,0,2
2036,0,0,3,3,2,0,0
2037,0,0,1,3,1,0,0
2038,0,0,3,0,2,0,0
2039,0,1,0,0,2,0,0
2040,0,4,1,2,2,1,0
2041,0,1,2,1,0,0,1
2042,0,0,0,0,1,0,0
2043,0,0,0,1,4,0,1
2044,0,0,1,3,0,0,0
2045,0,0,0,2,1,1,4
2046,0,0,3,2,1,4,0
2047,0,1,1,3,3,1,1
2048,0,1,4,1,2,0,0
2049,2,0,3,4,4,3,0
2050,2,0,0,1,1,0,2
2051,4,0,0,3,1,0,0
2052,0,1,1,1,1,0,2
2053,0,1,0,2,0,0,3
2054,0,0,1,1,1,0,0
2055,0,3,1,4,0,0,0
2056,0,0,1,1,1,0,2
2057,0,0,4,1,2,1,0
2058,0,0,0,4,0,0,0
2059,4,4,4,2,1,0,2
2060,0,1,1,2,0,0,0
2061,0,0,1,1,2,0,2
2062,0,0,1,1,1,2,0
2063,0,1,3,3,2,1,0
2064,3,1,0,4,2,0,0
2065,0,1,1,2,2,3,0
2066,0,0,1,0,0,0,0
2067,2,0,1,1,2,0,0
2068,1,4,1,0,0,2,0
2069,2,2,0,1,0,2,2
2070,0,3,0,4,0,4,1
2071,0,0,1,4,2,0,0
2072,0,4,0,3,0,0,2
2073,0,3,4,2,1,0,0
2074,0,3,1,2,4,0,0
2075,1,0,2,1,0,1,1
2076,0,0,1,4,2,0,0
2077,0,0,2,0,2,1,1
2078,0,3,1,1,3,4,0
2079,0,3,0,1,1,3,1
2080,0,0,0,0,1,1,1
2081,1,4,4,1,1,1,0
2082,0,0,1,3,1,1,0
2083,0,3,1,3,0,1,0
2084,0,1,1,0,0,0,0
2085,1,0,1,0,1,0,0
2086,0,2,0,1,2,1,0
2087,3,0,1,4,0,0,1
2088,0,0,0,1,0,0,2
2089,1,4,2,0,2,1,1
2090,2,4,1,3,0,1,1
2091,0,0,0,1,2,0,0
2092,0,4,0,1,1,1,0
2093,0,0,1,2,1,1,0
2094,0,0,1,2,1,0,0
2095,3,0,0,3,1,0,0
2096,2,1,1,1,0,1,2
2097,3,0,0,3,1,0,1
2098,0,2,0,4,3,0,4
2099,0,0,0,1,2,4,0
2100,0,0,0,0,0,4,0
2101,0,1,1,0,1,0,0
2102,0,0,2,1,0,1,4
2103,2,0,1,3,1,0,1
2104,2,1,0,1,1,0,2
2105,0,0,1,0,0,0,0
2106,0,0,1,2,0,1,0
2107,0,2,1,1,2,0,1
2108,0,3,0,2,0,0,0
2109,2,4,0,1,2,1,0
2110,0,0,2,2,0,1,0
2111,4,0,0,0,2,1,0
2112,0,1,0,2,0,1,1
2113,0,0,4,3,1,1,1
2114,0,0,0,3,1,0,3
2115,0,1,2,0,4,1,3
2116,0,0,1,1,3,0,4
2117,1,0,0,1,1,0,1
2118,0,0,0,2,1,2,0
2119,0,0,0,1,1,0,2
2120,0,0,3,3,0,4,0
2121,3,1,0,0,2,0,1
2122,0,0,3,1,0,0,0
2123,0,0,1,1,1,1,0
2124,3,0,0,1,3,0,0
2125,0,0,1,0,0,0,0
2126,0,0,0,3,1,0,0
2127,0,0,1,1,1,2,0
2128,0,3,3,0,2,0,0
2129,0,0,2,1,0,0,0
2130,0,0,1,1,1,0,0
2131,4,3,1,3,0,2,1
2132,4,0,0,1,1,1,0
2133,0,0,1,3,1,0,2
2134,0,3,0,1,0,1,1
2135,0,0,0,3,0,0,0
2136,4,1,1,0,0,1,2
2137,0,3,1,3,0,0,0
2138,0,4,0,2,1,0,1
2139,0,0,0,0,1,2,0
2140,0,0,0,0,1,0,1
2141,1,0,0,1,1,0,1
2142,0,0,0,2,0,1,1
2143,0,0,0,2,1,2,4
2144,0,0,0,2,0,4,0
2145,3,1,1,1,0,2,1
2146,4,1,0,1,1,0,0
2147,2,0,0,2,1,1,1
2148,0,4,3,3,1,2,0
2149,3,1,2,1,2,0,3
2150,2,0,0,0,1,0,1
2151,0,0,0,2,1,0,1
2152,4,0,0,1,1,3,0
2153,0,0,1,1,2,1,0
2154,0,0,0,0,1,0,0
2155,0,0,0,2,0,1,0
2156,0,0,0,1,1,0,0
2157,0,0,0,1,1,0,2
2158,0,0,0,1,0,0,1
2159,0,0,4,1,1,0,1
2160,3,0,0,1,1,1,1
2161,3,1,4,1,2,0,3
2162,3,1,0,0,1,1,0
2163,0,2,4,2,0,0,0
2164,0,1,1,1,0,1,1
2165,0,0,3,2,1,1,0
2166,0,0,1,1,4,4,0
2167,0,1,0,0,2,0,0
2168,0,4,0,1,2,0,1
2169,0,0,0,3,1,0,0
2170,0,0,0,2,2,1,3
2171,0,0,0,0,0,0,3
2172,0,0,0,1,0,2,1
2173,0,4,0,2,3,0,0
2174,4,0,0,3,0,2,0
2175,2,1,0,1,2,1,0
2176,0,0,0,2,0,1,1
2177,2,0,4,0,2,0,1
2178,0,1,0,0,1,0,3
2179,0,1,2,1,1,4,0
2180,0,0,0,1,1,3,1
2181,4,0,1,1,2,0,4
2182,1,3,1,2,0,0,0
2183,0,0,0,2,0,0,4
2184,1,0,1,1,0,1,1
2185,0,0,4,1,0,1,0
2186,0,0,0,3,1,0,0
2187,0,0,1,0,0,1,0
2188,0,0,0,2,0,4,1
2189,0,1,0,0,1,0,1
2190,0,3,3,1,3,0,0
2191,0,1,1,2,0,2,0
2192,3,0,1,2,2,0,3
2193,0,0,0,2,0,0,3
2194,0,0,4,0,1,0,0
2195,0,0,3,0,0,1,1
2196,1,0,0,1,0,0,0
2197,0,0,3,0,3,0,0
2198,0,0,1,1,0,0,4
2199,3,0,0,1,1,4,1
2200,0,0,0,0,1,1,4
2201,0,0,2,1,1,0,2
2202,0,1,1,1,0,1,0
2203,0,0,0,0,2,0,1
2204,3,0,4,1,2,3,0
2205,4,0,0,1,4,0,0
2206,0,1,1,0,2,0,0
2207,0,0,0,2,2,0,0
2208,0,0,0,1,1,4,0
2209,0,0,1,2,4,0,0
2210,0,0,1,2,1,0,4
2211,0,0,2,0,1,1,1
2212,2,1,1,1,0,1,3
2213,0,3,0,0,1,0,1
2214,0,2,0,0,0,0,1
2215,0,1,0,4,2,2,1
2216,1,0,3,4,1,0,0
2217,0,0,0,2,4,2,4
2218,0,0,0,2,1,2,0
2219,0,0,0,1,1,0,0
2220,1,2,1,2,1,0,0
2221,0,0,1,1,1,0,2
2222,1,3,0,2,0,3,2
2223,0,0,1,1,0,1,0
2224,0,2,1,1,4,0,0
2225,0,0,0,1,1,0,0
2226,4,0,1,1,1,1,0
2227,0,3,0,0,2,1,1
2228,0,1,1,1,0,1,1
2229,0,0,4,2,3,0,0
2230,0,0,0,0,0,1,2
2231,0,0,2,2,1,0,0
2232,0,1,0,0,2,4,0
2233,0,1,1,0,0,0,4
2234,0,0,0,2,4,4,0
2235,0,0,1,3,4,1,0
2236,1,0,0,1,1,1,0
2237,1,0,0,4,0,1,2
2238,0,0,0,2,3,0,0
2239,0,0,1,1,1,0,0
2240,2,0,1,3,1,0,1
2241,0,0,2,2,1,0,0
2242,0,0,4,4,0,3,2
2243,0,0,1,2,1,0,0
2244,0,2,0,1,0,1,2
2245,0,0,0,3,0,1,0
2246,4,1,0,1,1,0,2
2247,0,0,1,1,0,1,0
2248,0,0,2,1,0,0,0
2249,1,0,1,4,1,1,4
2250,0,4,0,1,1,2,0
2251,1,1,1,0,2,1,0
2252,0,0,0,1,3,0,0
2253,0,0,1,2,3,0,0
2254,4,1,0,0,2,0,0
2255,2,4,0,0,2,1,0
2256,4,1,0,1,0,0,4
2257,0,0,0,3,0,0,4
2258,0,0,0,3,1,0,0
2259,0,1,3,0,3,0,0
2260,0,0,3,1,0,1,2
2261,0,2,1,1,0,2,4
2262,0,1,0,0,2,3,0
2263,0,0,0,1,1,0,0
2264,0,3,0,0,2,1,0
2265,0,0,0,1,1,0,1
2266,0,1,1,1,2,1,2
2267,0,0,1,2,3,1,0
2268,0,1,0,0,4,0,4
2269,3,0,0,2,1,4,2
2270,0,0,1,3,3,4,1
2271,0,4,1,1,1,1,0
2272,0,1,0,0,4,4,0
2273,0,0,1,1,1,2,0
2274,0,0,0,0,1,0,0
2275,0,0,4,0,2,0,1
2276,0,0,0,1,0,0,0
2277,0,0,0,1,0,0,0
2278,0,1,0,1,1,0,0
2279,0,0,1,1,2,1,4
2280,0,1,0,0,1,0,2
2281,0,0,1,2,0,1,1
2282,0,0,0,2,1,1,0
2283,0,2,0,0,2,0,0
2284,0,0,0,2,1,0,0
2285,0,0,1,4,1,1,1
2286,0,1,2,3,3,0,0
2287,0,1,3,0,2,0,2
2288,1,0,0,4,1,0,0
2289,2,0,0,2,1,0,0
2290,0,0,0,0,2,1,0
2291,0,0,1,4,2,1,0
2292,0,0,0,2,1,1,1
2293,0,0,0,3,1,1,0
2294,0,0,1,0,2,0,1
2295,0,1,0,0,1,0,0
2296,4,0,0,1,4,0,0
2297,0,0,3,0,0,0,1
2298,3,0,0,1,0,1,0
2299,0,0,2,2,1,1,3
2300,2,4,1,2,1,1,3
2301,0,1,1,1,2,0,0
2302,0,0,1,3,3,1,0
2303,4,0,0,2,1,0,0
2304,0,1,0,0,1,0,3
2305,0,0,1,3,0,0,0
2306,4,4,1,2,3,2,0
2307,2,0,1,1,1,0,0
2308,3,0,1,1,1,1,2
2309,0,0,0,0,0,1,1
2310,0,1,0,0,4,3,0
2311,4,0,3,2,1,3,1
2312,4,0,4,2,1,0,1
2313,0,0,1,3,1,0,0
2314,0,1,1,0,1,0,0
2315,0,1,0,1,1,4,1
2316,0,4,0,2,0,1,2
2317,0,0,0,4,1,0,0
2318,0,1,0,3,1,0,0
2319,0,4,0,1,1,3,0
2320,4,0,0,2,0,1,0
2321,0,3,0,0,2,0,0
2322,1,3,0,3,1,0,1
2323,3,0,0,0,2,0,0
2324,0,0,2,1,1,0,3
2325,0,0,1,0,1,0,0
2326,0,0,1,3,0,0,1
2327,0,1,1,0,0,1,4
2328,3,0,1,1,1,0,0
2329,0,1,1,0,1,0,0
2330,0,0,1,1,1,0,1
2331,0,0,1,1,0,0,0
2332,4,1,1,0,0,0,0
2333,4,1,1,1,3,0,0
2334,1,0,3,2,0,1,0
2335,4,0,1,3,3,0,0
2336,0,0,0,2,0,0,0
2337,0,0,1,1,0,1,0
2338,0,0,0,2,0,0,0
2339,0,4,1,1,0,0,4
2340,0,0,0,0,3,1,0
2341,0,0,4,1,0,1,1
2342,0,0,1,3,1,1,3
2343,0,0,1,0,1,0,0
2344,0,0,2,2,3,1,3
2345,4,0,1,4,4,0,0
2346,0,0,1,0,0,0,3
2347,0,0,0,3,0,1,0
2348,0,3,0,3,0,0,0
2349,0,1,1,0,1,0,0
2350,0,3,0,1,0,0,1
2351,0,3,1,1,0,0,0
2352,4,0,0,2,2,0,0
2353,0,0,0,2,1,0,0
2354,0,0,0,1,1,3,2
2355,2,0,4,0,0,1,2
2356,0,0,0,1,3,0,0
2357,0,0,0,3,0,1,0
2358,3,0,1,1,1,2,0
2359,4,0,0,1,0,1,1
2360,0,0,1,1,1,2,0
2361,0,0,0,3,1,0,1
2362,1,3,4,1,2,0,1
2363,0,0,0,3,1,0,2
2364,0,2,3,3,0,1,3
2365,0,0,0,2,1,2,0
2366,0,0,1,2,1,0,0
2367,3,0,1,1,4,1,4
2368,0,0,1,1,3,0,0
2369,0,0,1,1,4,0,1
2370,0,0,0,4,1,1,0
2371,0,0,0,2,2,0,1
2372,4,3,1,1,1,0,0
2373,2,0,1,1,3,3,0
2374,0,0,4,0,4,1,0
2375,0,0,3,1,1,0,2
2376,0,0,0,2,3,0,2
2377,0,2,0,0,4,0,4
2378,0,0,2,1,1,0,0
2379,0,1,2,0,0,0,2
2380,4,0,0,4,4,0,1
2381,0,0,0,1,0,0,0
2382,0,0,3,3,1,0,4
2383,0,3,1,3,0,1,3
2384,0,0,0,1,0,1,0
2385,0,0,2,1,1,0,0
2386,0,1,1,0,2,0,0
2387,0,1,0,1,0,0,1
2388,2,0,1,2,1,4,0
2389,0,0,0,0,1,0,0
2390,0,0,1,2,2,2,1
2391,0,1,1,0,2,1,0
2392,2,3,0,0,4,0,0
2393,0,3,4,1,1,2,3
2394,0,0,0,2,1,0,0
2395,0,2,0,2,1,3,1
2396,4,0,0,2,0,1,0
2397,0,1,0,1,3,0,0
2398,3,0,0,2,1,0,0
2399,0,0,1,3,0,4,0
2400,0,0,1,3,0,0,0
2401,2,2,0,3,1,1,0
2402,0,1,1,1,0,0,2
2403,0,1,0,0,3,0,0
2404,0,0,0,1,0,2,1
2405,0,4,0,3,2,0,0
2406,0,1,1,3,1,4,0
2407,0,0,0,1,1,0,2
2408,0,0,0,1,1,1,0
2409,0,4,1,3,3,4,1
2410,0,0,3,3,1,1,0
2411,0,0,0,0,0,0,1
2412,0,1,0,4,0,0,1
2413,0,3,0,0,4,0,0
2414,0,0,1,0,1,0,0
2415,0,1,1,2,0,1,1
2416,0,0,0,3,3,0,0
2417,0,0,1,1,0,1,0
2418,2,1,0,1,0,1,1
2419,0,0,2,2,0,1,0
2420,0,0,0,1,1,1,0
2421,0,3,0,0,2,0,0
2422,0,0,0,0,2,0,0
2423,0,0,3,1,2,1,1
2424,0,1,1,0,2,0,0
2425,4,3,1,1,1,0,0
2426,2,0,1,1,1,0,0
2427,0,0,0,2,0,4,0
2428,2,0,1,3,1,0,0
2429,0,0,1,0,1,1,1
2430,0,0,1,2,0,1,0
2431,2,2,0,2,1,0,0
2432,0,1,1,1,1,1,1
2433,0,4,1,1,2,4,4
2434,0,0,1,2,0,0,4
2435,0,0,1,1,1,2,0
2436,4,0,0,2,1,0,0
2437,0,0,1,2,1,0,0
2438,0,0,0,2,1,0,0
2439,0,0,0,0,4,1,2
2440,1,1,1,2,2,0,3
2441,1,1,3,1,4,0,1
2442,4,0,1,3,2,1,0
2443,0,0,0,0,1,3,0
2444,0,0,4,2,1,3,1
2445,0,1,4,2,2,2,0
2446,0,0,1,3,0,0,0
2447,0,3,4,0,2,0,1
2448,1,1,0,3,1,0,0
2449,0,1,1,1,1,0,0
2450,0,0,1,4,1,0,1
2451,3,0,1,1,1,0,0
2452,0,0,0,2,4,0,2
2453,4,3,1,3,0,3,3
2454,0,0,1,2,1,1,0
2455,0,1,1,1,0,0,1
2456,2,0,1,2,1,2,4
2457,0,1,0,0,1,0,0
2458,1,1,0,1,1,3,0
2459,0,0,0,3,1,0,0
2460,0,3,4,2,0,3,1
2461,0,0,0,4,2,0,0
2462,0,0,2,0,3,0,0
2463,0,4,1,1,0,3,1
2464,0,1,1,1,4,0,1
2465,0,0,4,3,0,0,3
2466,0,2,0,2,1,0,0
2467,0,0,0,1,0,0,0
2468,3,0,1,1,4,0,0
2469,0,0,2,1,4,0,0
2470,4,0,0,1,2,1,0
2471,0,1,0,0,1,0,0
2472,0,0,0,3,0,3,4
2473,3,0,3,1,2,0,0
2474,0,0,1,2,1,0,0
2475,1,3,2,0,0,1,1
2476,0,3,4,1,1,4,1
2477,0,3,0,3,1,1,0
2478,0,1,4,0,2,0,0
2479,0,0,0,1,0,0,3
2480,0,2,2,1,1,0,2
2481,0,2,2,0,1,0,1
2482,0,0,0,1,3,0,4
2483,0,2,1,3,1,0,2
2484,3,1,0,0,0,0,0
2485,0,0,0,4,1,1,4
2486,0,0,2,1,1,0,1
2487,0,1,0,2,1,0,0
2488,0,0,0,2,0,3,1
2489,0,0,1,2,1,0,2
2490,0,2,1,3,0,3,0
2491,0,0,0,1,0,1,0
2492,4,0,1,0,1,0,2
2493,0,1,0,0,1,1,2
2494,0,0,0,3,0,0,2
2495,0,0,0,1,0,1,1
2496,0,0,4,4,1,1,0
2497,0,4,3,1,1,0,0
2498,2,0,1,0,4,2,4
2499,0,0,0,0,2,0,0
2500,0,0,0,2,1,0,0
2501,1,0,3,1,0,1,0
2502,0,2,0,1,1,3,1
2503,0,1,2,1,3,0,2
2504,2,0,1,3,2,1,1
2505,0,1,0,3,0,1,2
2506,0,0,2,1,0,0,0
2507,0,1,1,1,1,0,0
2508,0,2,0,1,2,1,1
2509,0,0,1,3,1,4,0
2510,0,0,0,2,4,0,0
2511,4,4,0,1,3,0,0
2512,1,1,1,0,2,1,0
2513,0,0,0,1,1,1,0
2514,0,1,1,0,1,0,0
2515,0,0,2,1,1,0,0
2516,0,0,1,1,2,1,4
