,chlorides,free_sulfur_dioxide,citric_acid,total_sulfur_dioxide,volatile_acidity,sulphates,pH
1696,0,0,0,4,1,0,2
1697,0,0,0,1,0,1,2
1698,4,0,2,0,0,1,3
1699,2,0,0,1,0,0,2
1700,0,0,1,0,3,4,4
1701,3,1,0,0,1,3,0
1702,0,0,0,0,2,1,4
1703,0,0,0,0,1,1,1
1704,0,1,1,1,0,0,1
1705,1,0,1,0,1,1,3
1706,0,2,0,0,1,0,1
1707,0,0,0,1,2,0,4
1708,3,0,3,0,0,0,2
1709,0,0,0,0,0,0,2
1710,0,2,0,0,0,1,2
1711,0,0,1,0,0,1,3
1712,0,0,2,1,0,1,2
1713,4,0,1,0,0,0,1
1714,0,0,0,1,1,0,1
1715,4,0,2,4,1,1,3
1716,0,0,0,4,2,0,3
1717,0,4,2,1,1,1,2
1718,4,0,0,1,0,1,1
1719,1,0,4,1,4,0,2
1720,0,0,1,1,0,0,0
1721,0,0,0,0,1,0,2
1722,0,0,1,1,1,0,1
1723,0,4,2,1,0,0,1
1724,0,0,1,1,1,1,2
1725,0,3,0,1,2,0,2
1726,0,0,0,2,3,4,1
1727,0,0,0,1,0,2,0
1728,2,0,2,1,1,0,1
1729,0,0,1,0,1,2,1
1730,1,0,0,2,1,0,2
1731,4,4,0,3,4,0,1
1732,0,0,0,4,3,1,1
1733,0,0,1,1,0,3,1
1734,0,3,0,3,3,1,4
1735,0,0,0,1,2,0,1
1736,0,0,0,3,2,2,4
1737,0,0,1,0,0,2,1
1738,1,0,2,1,0,0,0
1739,4,4,1,1,0,0,1
1740,0,3,3,0,3,0,1
1741,2,0,1,3,0,0,2
1742,0,0,1,1,3,0,1
1743,1,0,0,0,0,1,1
1744,0,0,2,0,4,0,2
1745,0,4,4,1,0,0,1
1746,0,3,0,0,0,0,1
1747,0,0,4,0,1,4,1
1748,1,3,1,1,0,1,2
1749,0,0,1,1,0,0,1
1750,0,0,3,0,4,1,2
1751,3,0,0,0,1,1,2
1752,0,0,4,2,0,1,4
1753,1,0,0,3,0,0,1
1754,0,0,1,0,0,0,0
1755,0,0,1,4,0,0,2
1756,0,0,4,4,0,0,1
1757,0,1,0,2,0,1,0
1758,0,0,4,1,1,0,2
1759,0,1,0,4,0,4,2
1760,0,0,1,0,0,3,2
1761,0,0,0,2,0,1,2
1762,0,1,1,1,0,1,2
1763,0,0,1,2,2,0,2
1764,0,0,1,1,1,0,1
1765,0,0,1,2,0,0,2
1766,0,0,0,3,2,0,1
1767,0,0,3,0,1,1,1
1768,0,3,0,0,3,4,2
1769,0,0,0,0,1,0,2
1770,0,4,0,0,0,0,2
1771,3,1,0,1,3,1,2
1772,0,0,0,0,1,4,3
1773,2,0,1,2,0,0,1
1774,0,0,1,1,1,0,1
1775,0,0,4,2,0,0,2
1776,0,4,0,1,0,0,1
1777,0,1,0,0,0,0,2
1778,3,0,1,1,0,0,3
1779,3,0,1,1,0,0,1
1780,1,0,3,4,0,1,3
1781,0,0,0,0,1,3,0
1782,4,0,1,0,0,0,2
1783,4,0,2,0,0,1,1
1784,0,0,0,0,0,0,2
1785,0,0,0,0,1,1,2
1786,0,0,1,1,0,0,2
1787,0,0,0,2,0,0,1
1788,0,0,0,0,2,0,3
1789,0,0,1,4,1,1,1
1790,0,0,1,0,2,3,1
1791,0,0,0,1,0,0,0
1792,0,0,1,0,3,1,0
1793,0,0,4,1,0,0,0
1794,1,0,0,0,1,1,2
1795,0,2,1,1,4,0,1
1796,0,3,3,0,3,0,1
1797,0,1,1,1,3,0,4
1798,0,0,0,2,1,0,3
1799,0,2,3,1,0,1,1
1800,2,0,1,0,0,0,0
1801,1,1,1,1,4,1,4
1802,0,0,0,1,0,0,2
1803,0,3,4,1,2,0,2
1804,1,4,4,1,0,0,4
1805,1,0,0,1,0,0,2
1806,0,2,4,0,1,1,3
1807,0,0,1,1,0,0,3
1808,0,0,0,1,1,0,1
1809,0,0,4,4,0,0,3
1810,0,0,1,1,3,0,3
1811,0,0,3,1,0,3,0
1812,0,3,0,0,0,0,4
1813,0,2,1,0,0,1,4
1814,0,1,0,2,0,0,1
1815,0,1,4,0,0,0,4
1816,4,0,0,0,0,3,3
1817,0,0,0,1,0,1,2
1818,0,0,0,0,3,0,1
1819,0,2,0,1,0,2,1
1820,0,2,0,4,1,4,0
1821,0,0,0,1,3,0,4
1822,2,1,1,1,0,0,2
1823,0,0,1,1,1,1,2
1824,0,0,0,1,0,3,1
1825,0,0,1,1,0,0,1
1826,0,3,0,1,0,4,1
1827,0,0,0,3,3,0,1
1828,0,0,0,2,0,4,0
1829,0,0,0,2,0,4,2
1830,0,0,1,2,0,0,1
1831,0,0,1,1,1,0,1
1832,0,0,0,2,0,3,1
1833,2,2,0,3,0,0,0
1834,2,0,0,3,2,0,2
1835,0,0,1,0,0,0,1
1836,2,0,0,1,0,1,1
1837,0,0,1,1,0,0,2
1838,0,0,1,4,1,0,1
1839,2,1,1,0,1,1,2
1840,0,0,0,0,0,0,2
1841,0,1,1,3,0,0,1
1842,0,3,0,0,1,0,2
1843,0,0,1,1,0,0,1
1844,0,0,2,2,4,0,1
1845,0,0,2,1,0,0,2
1846,0,0,0,1,1,0,2
1847,0,0,1,4,1,0,1
1848,0,3,0,4,1,0,1
1849,2,0,1,0,1,1,1
1850,0,0,1,1,0,0,1
1851,0,4,0,1,3,3,1
1852,0,0,1,1,0,4,2
1853,0,3,2,1,2,1,4
1854,2,0,1,0,3,0,4
1855,1,0,0,1,0,0,1
1856,0,0,1,2,1,1,1
1857,0,0,3,1,0,4,1
1858,3,0,2,1,0,0,3
1859,0,0,0,1,4,0,1
1860,0,0,0,1,2,0,2
1861,3,0,1,0,2,2,1
1862,0,0,1,0,0,1,0
1863,0,0,0,0,0,2,1
1864,0,0,2,1,0,0,1
1865,0,0,1,1,0,1,2
1866,3,0,0,0,0,1,2
1867,0,0,0,0,0,2,2
1868,0,0,0,0,1,1,2
1869,0,0,0,1,2,0,2
1870,0,4,4,1,0,3,1
1871,2,0,1,1,0,0,1
1872,0,4,0,0,4,1,0
1873,2,3,1,2,2,0,4
1874,4,0,1,4,1,1,2
1875,0,0,3,0,1,1,1
1876,0,3,0,1,0,1,1
1877,0,0,3,0,2,1,2
1878,4,0,1,0,0,1,1
1879,0,0,1,2,0,0,1
1880,0,0,0,0,1,1,2
1881,4,0,1,4,0,1,0
1882,0,0,0,1,4,0,1
1883,0,0,0,4,0,0,1
1884,0,0,1,1,1,0,1
1885,0,2,0,1,3,4,3
1886,0,0,0,0,4,3,3
1887,0,0,4,0,1,0,1
1888,0,1,3,1,0,1,2
1889,0,4,1,1,0,0,1
1890,4,0,3,2,0,1,1
1891,0,1,3,1,0,0,1
1892,0,2,0,1,4,3,1
1893,0,0,0,1,0,1,1
1894,0,0,2,1,0,0,0
1895,0,0,0,2,1,1,1
1896,0,0,2,1,4,0,2
1897,0,3,0,2,1,1,2
1898,0,0,0,0,0,3,2
1899,0,0,0,0,1,0,2
1900,3,0,0,1,0,0,1
1901,1,3,2,4,2,2,1
1902,0,0,2,0,0,0,3
1903,0,0,0,0,1,1,2
1904,2,1,1,1,3,4,2
1905,4,0,0,1,0,0,1
1906,0,0,0,1,0,0,2
1907,3,0,0,2,0,0,0
1908,0,0,0,2,0,1,3
1909,0,0,0,1,2,3,1
1910,0,0,0,1,0,0,1
1911,0,0,0,2,4,0,2
1912,0,4,0,0,1,0,2
1913,0,1,1,2,0,3,1
1914,0,0,4,2,0,3,1
1915,0,0,1,1,0,0,2
1916,0,0,1,1,1,0,1
1917,0,0,0,0,1,1,2
1918,0,0,0,2,0,0,2
1919,0,2,0,1,0,1,1
1920,0,0,0,0,0,0,1
1921,0,0,1,0,2,1,3
1922,0,2,0,1,1,0,1
1923,0,0,1,1,0,3,1
1924,0,0,4,0,0,1,1
1925,1,0,3,3,0,1,0
1926,4,0,0,0,1,3,2
1927,3,0,2,1,0,0,1
1928,0,0,0,1,1,0,2
1929,2,0,4,0,2,2,1
1930,0,0,0,1,0,0,0
1931,0,0,0,1,3,0,1
1932,0,0,3,2,4,4,1
1933,0,0,0,2,0,1,2
1934,0,0,2,0,1,4,2
1935,0,0,0,1,0,0,3
1936,3,4,1,0,0,0,0
1937,3,0,0,1,4,1,1
1938,0,0,0,1,0,0,3
1939,2,0,2,1,4,2,1
1940,0,3,2,1,0,3,2
1941,0,1,4,2,0,0,1
1942,0,1,1,4,1,0,3
1943,0,0,0,1,0,0,2
1944,3,0,4,1,0,1,1
1945,0,0,0,1,0,0,1
1946,0,0,2,4,1,0,1
1947,1,0,2,3,3,1,1
1948,0,0,1,4,0,0,1
1949,2,0,0,0,1,0,2
1950,0,0,0,0,1,0,2
1951,3,0,0,0,1,2,2
1952,1,0,1,2,0,2,1
1953,0,0,1,1,0,1,3
1954,4,4,0,1,0,0,1
1955,0,0,0,1,3,1,3
1956,0,4,1,1,0,0,1
1957,0,1,1,1,0,4,2
1958,0,0,0,1,2,0,3
1959,0,0,0,0,1,1,1
1960,1,0,0,1,3,1,2
1961,3,0,4,1,2,0,2
1962,0,0,3,1,0,0,4
1963,0,0,1,1,1,0,1
1964,2,0,0,2,2,1,1
1965,0,1,0,1,1,0,1
1966,0,0,0,1,4,3,1
1967,0,4,0,1,0,4,4
1968,3,0,0,1,0,0,1
1969,0,2,1,2,1,0,4
1970,0,0,3,1,0,0,1
1971,3,1,0,1,0,0,2
1972,0,0,1,1,0,0,3
1973,0,0,2,1,1,2,0
1974,0,1,2,2,0,0,1
1975,0,0,2,1,2,1,2
1976,1,0,0,1,1,3,1
1977,0,0,0,0,2,3,3
1978,3,0,0,1,4,0,1
1979,0,0,1,3,1,3,1
1980,0,0,4,0,1,1,2
1981,1,0,1,4,1,2,3
1982,4,1,0,4,0,0,1
1983,4,0,2,1,0,0,1
1984,0,0,3,1,0,3,1
1985,0,3,4,2,0,0,1
1986,0,0,1,1,0,1,1
1987,0,0,1,4,2,0,1
1988,0,0,0,0,1,1,2
1989,0,0,1,1,3,0,2
1990,2,2,0,1,0,0,0
1991,2,0,1,1,0,0,1
1992,0,2,0,0,1,1,2
1993,0,1,1,1,0,0,1
1994,0,0,2,1,2,4,1
1995,0,0,0,2,0,1,1
1996,3,0,0,1,0,0,2
1997,0,0,0,0,0,0,1
1998,0,0,1,4,0,0,1
1999,4,0,0,1,0,0,2
2000,0,0,2,2,0,0,2
2001,4,0,0,0,0,0,2
2002,0,0,0,4,1,1,2
2003,0,1,1,1,0,0,1
2004,0,0,1,3,0,3,1
2005,0,0,0,0,0,3,2
2006,4,0,0,2,0,0,2
2007,4,0,1,2,0,0,2
2008,0,0,0,1,1,0,1
2009,0,2,1,0,1,1,1
2010,0,1,1,1,3,0,1
2011,1,0,1,1,0,0,2
2012,0,0,0,0,0,1,1
2013,0,0,1,3,3,1,0
2014,0,0,1,2,4,4,1
2015,0,0,1,2,3,0,0
2016,3,1,1,1,1,0,2
2017,0,0,1,1,0,2,0
2018,0,0,0,1,0,1,2
2019,3,1,1,1,0,0,1
2020,0,0,2,0,0,0,4
2021,0,0,0,1,0,0,2
2022,0,0,3,1,0,0,1
2023,0,0,1,1,0,0,2
2024,4,0,0,1,0,0,1
2025,0,0,0,4,3,0,2
2026,3,0,0,0,0,0,0
2027,0,0,0,3,0,0,3
2028,0,0,0,0,4,1,3
2029,2,0,4,0,1,2,2
2030,0,0,1,1,1,0,3
2031,0,1,1,1,0,0,1
2032,0,2,1,3,0,3,1
2033,2,0,1,1,0,0,1
2034,1,0,0,1,1,0,4
2035,0,0,0,1,1,3,4
2036,0,0,1,0,1,0,3
2037,4,0,1,1,0,0,3
2038,0,0,3,2,0,0,1
2039,0,0,0,2,0,4,2
2040,0,0,1,1,0,1,2
2041,0,0,0,0,4,0,3
2042,0,0,0,1,0,0,2
2043,0,4,3,0,1,0,2
2044,2,2,1,4,4,0,1
2045,0,0,0,1,0,0,2
2046,0,0,0,1,0,1,2
2047,0,0,1,3,1,4,1
2048,0,1,1,3,0,4,2
2049,0,0,0,1,0,3,1
2050,4,2,0,2,3,1,2
2051,0,0,0,0,0,0,4
2052,0,0,1,4,2,0,2
2053,0,0,0,0,3,1,2
2054,2,0,1,1,0,0,1
2055,0,0,1,0,0,0,0
2056,0,0,1,1,0,0,1
2057,4,1,4,4,0,0,2
2058,0,0,0,0,4,0,0
2059,0,0,0,1,4,1,1
2060,0,0,1,0,0,4,2
2061,0,0,2,4,1,1,4
2062,0,0,1,1,0,2,1
2063,0,0,0,2,0,0,1
2064,4,0,0,1,0,4,2
2065,0,1,1,2,1,1,1
2066,2,0,1,4,0,0,1
2067,0,1,2,2,0,0,2
2068,1,0,3,4,2,0,2
2069,0,0,0,0,2,0,4
2070,3,0,0,0,2,0,2
2071,0,0,2,3,3,4,2
2072,0,0,4,4,2,0,2
2073,0,0,2,4,1,3,1
2074,0,0,0,0,0,0,2
2075,1,0,1,0,1,0,2
2076,0,0,1,3,2,1,1
2077,0,2,1,1,1,0,2
2078,0,0,1,1,0,3,3
2079,1,0,0,1,3,1,2
2080,0,0,0,1,1,1,1
2081,0,2,2,4,0,1,1
2082,0,0,1,1,0,0,1
2083,0,0,1,0,1,3,4
2084,0,0,2,2,0,0,1
2085,1,1,1,0,0,0,1
2086,0,0,0,2,0,4,1
2087,1,0,1,0,0,0,3
2088,0,0,0,0,3,0,1
2089,0,0,2,2,1,1,1
2090,1,0,0,0,0,1,2
2091,0,0,1,2,2,0,2
2092,0,0,0,1,0,1,1
2093,0,0,1,1,0,3,2
2094,0,4,1,1,0,0,1
2095,0,0,0,0,0,0,1
2096,0,0,1,0,1,1,1
2097,0,0,0,0,3,0,2
2098,0,1,2,1,0,1,1
2099,0,0,0,2,0,0,3
2100,0,0,0,0,1,1,3
2101,0,1,4,1,0,0,1
2102,0,3,0,0,3,1,2
2103,0,4,1,3,1,0,0
2104,0,0,0,1,3,0,2
2105,0,0,1,1,0,0,1
2106,0,0,1,0,0,4,2
2107,0,0,1,0,1,0,3
2108,0,1,4,1,0,0,1
2109,0,0,0,2,0,1,2
2110,0,0,0,0,3,0,1
2111,4,0,0,2,0,1,2
2112,0,0,0,0,3,1,2
2113,0,0,0,1,2,1,3
2114,0,2,0,1,1,0,1
2115,0,0,1,2,3,1,1
2116,0,0,1,0,4,0,2
2117,1,0,0,1,1,0,1
2118,0,0,0,3,0,1,1
2119,0,0,0,1,2,0,0
2120,4,0,0,0,0,0,1
2121,0,0,2,1,1,0,2
2122,1,0,0,4,0,0,1
2123,0,0,0,0,1,1,1
2124,4,1,0,1,0,0,1
2125,0,0,1,1,0,0,2
2126,0,0,0,1,2,1,2
2127,2,0,1,1,0,2,2
2128,0,0,1,2,3,0,1
2129,2,0,1,1,4,3,1
2130,3,0,1,4,0,0,2
2131,0,0,1,3,3,2,1
2132,3,0,0,1,0,0,0
2133,0,0,1,1,0,4,1
2134,1,0,0,0,1,1,2
2135,0,0,0,0,4,0,1
2136,0,0,0,1,2,2,1
2137,0,0,0,0,0,1,1
2138,0,0,0,1,0,0,1
2139,0,0,4,1,0,1,2
2140,2,3,0,1,1,2,1
2141,0,0,0,1,1,0,2
2142,0,0,1,0,1,1,2
2143,0,0,0,1,0,3,2
2144,4,0,0,1,0,1,1
2145,2,0,1,0,4,1,3
2146,1,2,4,1,0,3,2
2147,0,0,0,2,1,1,3
2148,0,0,0,0,0,0,1
2149,0,1,1,2,1,0,1
2150,0,0,0,1,1,0,2
2151,2,0,2,4,0,0,1
2152,3,0,0,4,0,0,2
2153,0,0,0,2,0,2,2
2154,0,4,0,4,0,0,0
2155,0,2,0,3,1,1,1
2156,0,0,0,1,0,0,1
2157,0,0,3,1,1,0,4
2158,0,0,0,0,1,0,1
2159,3,0,0,1,1,0,3
2160,0,0,0,1,1,1,1
2161,0,3,2,2,1,0,1
2162,0,1,0,1,0,3,2
2163,0,0,0,0,0,0,1
2164,3,0,1,0,2,1,3
2165,0,0,0,1,0,0,1
2166,0,4,1,0,0,0,2
2167,0,1,0,1,0,4,3
2168,0,1,0,2,1,0,1
2169,0,1,3,1,0,2,0
2170,0,0,4,0,1,1,4
2171,0,0,0,4,1,1,1
2172,0,1,0,4,3,0,4
2173,0,0,0,1,3,3,4
2174,0,0,1,2,0,0,2
2175,0,0,0,2,0,1,3
2176,0,1,1,0,4,0,1
2177,0,0,0,2,0,0,1
2178,0,0,1,4,0,0,0
2179,0,0,2,1,0,0,1
2180,3,0,1,0,0,0,0
2181,0,2,1,3,0,0,1
2182,0,0,1,4,0,0,1
2183,0,0,0,0,3,0,3
2184,0,0,0,0,4,1,1
2185,4,0,4,0,0,0,1
2186,0,0,0,2,0,2,1
2187,0,1,1,4,0,1,1
2188,3,3,0,0,1,1,3
2189,0,0,4,2,1,2,2
2190,0,0,0,1,0,3,0
2191,1,1,1,0,0,1,2
2192,1,0,1,1,0,0,1
2193,3,0,3,0,1,3,2
2194,2,0,0,1,4,0,2
2195,2,0,0,0,1,1,2
2196,4,4,0,4,0,0,1
2197,2,0,0,1,0,0,0
2198,0,0,0,2,0,4,0
2199,0,0,0,1,3,0,2
2200,2,0,0,1,0,1,4
2201,0,0,1,1,0,0,3
2202,0,0,1,0,0,1,2
2203,0,0,0,4,1,3,4
2204,0,3,0,1,1,2,1
2205,0,0,1,1,3,0,1
2206,0,2,1,2,0,3,1
2207,0,0,1,1,0,0,4
2208,0,0,0,1,0,0,2
2209,0,4,1,1,0,0,1
2210,0,0,1,1,0,0,1
2211,0,3,1,0,1,1,1
2212,1,4,1,2,1,1,4
2213,0,1,0,1,1,0,2
2214,0,0,0,0,1,0,0
2215,2,1,0,0,1,0,1
2216,0,0,3,4,0,4,1
2217,1,3,1,0,4,1,2
2218,0,2,0,1,0,2,2
2219,0,1,3,1,0,0,1
2220,0,0,0,1,2,0,2
2221,0,0,1,2,0,0,1
2222,0,0,0,0,2,4,0
2223,0,3,1,0,0,1,1
2224,0,0,1,1,3,0,4
2225,0,1,0,1,0,0,1
2226,0,0,1,1,0,1,2
2227,0,0,4,0,1,1,1
2228,0,0,1,0,1,1,1
2229,4,0,0,1,3,0,2
2230,4,0,0,2,2,1,3
2231,1,0,0,1,0,1,2
2232,0,2,0,2,0,0,1
2233,1,0,1,0,1,0,1
2234,4,0,0,1,4,0,1
2235,2,0,1,1,4,1,4
2236,0,2,3,2,3,1,2
2237,4,0,0,0,2,0,3
2238,0,0,0,3,0,4,1
2239,0,0,1,0,2,0,1
2240,1,4,1,1,1,0,2
2241,0,4,0,2,0,0,0
2242,0,0,4,0,0,0,2
2243,0,0,1,1,1,3,2
2244,0,1,0,1,3,1,2
2245,0,0,2,0,0,0,4
2246,0,2,3,1,0,0,2
2247,0,3,1,0,3,0,1
2248,0,4,0,0,0,4,1
2249,0,0,1,4,0,0,2
2250,0,3,0,1,4,0,3
2251,0,0,1,2,0,1,2
2252,1,0,0,0,0,1,2
2253,0,0,0,0,1,0,3
2254,0,0,0,1,0,1,2
2255,0,0,2,2,0,4,0
2256,0,2,0,0,2,0,1
2257,0,0,0,0,2,0,1
2258,0,2,1,3,0,3,1
2259,0,1,0,1,0,0,4
2260,0,0,0,0,2,1,2
2261,0,0,0,0,2,0,2
2262,4,0,0,2,0,0,4
2263,0,0,3,2,1,0,0
2264,4,0,0,2,4,0,0
2265,0,0,0,1,0,0,1
2266,0,1,1,2,1,1,2
2267,0,0,2,1,0,1,1
2268,0,0,0,1,0,0,3
2269,2,0,1,0,1,2,2
2270,0,0,2,4,1,2,2
2271,0,0,1,1,4,4,1
2272,0,1,4,1,1,0,2
2273,0,3,1,1,0,2,1
2274,3,0,1,1,0,3,3
2275,0,2,1,2,1,0,1
2276,0,4,0,0,0,2,2
2277,0,0,0,0,0,4,2
2278,3,0,0,1,0,0,2
2279,0,2,1,2,0,0,4
2280,0,0,0,1,1,0,2
2281,0,2,1,0,1,4,2
2282,0,0,0,3,3,1,2
2283,0,1,3,2,0,0,3
2284,0,0,0,2,0,4,1
2285,2,0,1,1,0,0,1
2286,3,4,0,3,0,0,1
2287,0,0,0,0,0,0,2
2288,0,0,0,1,0,0,2
2289,0,2,0,1,1,2,2
2290,3,4,0,4,0,1,1
2291,3,2,4,2,0,1,2
2292,1,1,0,2,1,1,1
2293,0,0,3,2,0,1,1
2294,0,0,1,1,2,0,2
2295,3,0,3,0,0,0,2
2296,0,0,1,1,0,0,1
2297,0,0,2,0,1,0,3
2298,0,3,0,0,0,1,2
2299,0,0,1,1,0,1,3
2300,2,0,1,1,0,1,2
2301,0,0,1,2,0,0,1
2302,4,0,4,0,0,0,2
2303,3,0,3,1,4,0,1
2304,0,0,0,1,0,1,2
2305,0,0,0,0,3,2,2
2306,1,0,1,0,1,1,1
2307,0,4,1,1,0,0,1
2308,4,1,0,3,4,1,2
2309,4,0,0,1,0,1,2
2310,0,1,1,2,0,0,0
2311,0,2,0,1,0,0,2
2312,2,0,0,1,1,0,1
2313,0,0,0,1,0,0,0
2314,0,4,1,4,1,0,1
2315,0,0,0,1,1,3,4
2316,0,0,0,4,2,4,2
2317,0,0,0,1,0,0,1
2318,0,0,0,1,0,0,0
2319,4,0,0,1,0,0,0
2320,0,3,0,3,1,1,3
2321,0,0,0,3,3,0,1
2322,0,0,0,1,2,1,2
2323,0,0,0,2,0,0,1
2324,0,2,1,1,2,0,1
2325,2,0,1,1,3,0,1
2326,0,0,0,0,4,0,2
2327,4,0,1,2,0,1,1
2328,0,0,0,1,1,0,2
2329,0,0,1,0,0,2,4
2330,0,0,1,1,4,0,1
2331,0,0,1,0,0,0,1
2332,4,0,1,4,0,0,1
2333,0,3,3,1,3,0,2
2334,0,0,0,0,0,0,1
2335,0,3,1,1,1,0,1
2336,4,0,0,2,0,0,2
2337,0,2,1,0,0,3,2
2338,0,4,0,0,0,2,1
2339,0,0,0,0,0,0,1
2340,0,0,0,0,0,1,1
2341,0,0,3,0,0,4,2
2342,0,0,3,2,1,0,3
2343,0,0,1,1,0,4,2
2344,4,1,1,0,1,1,2
2345,0,0,1,1,4,0,4
2346,0,0,1,1,2,0,2
2347,0,0,0,0,0,1,2
2348,0,0,0,0,0,2,1
2349,0,0,0,1,3,0,1
2350,0,0,0,0,2,2,2
2351,4,4,1,3,0,1,1
2352,4,0,0,1,0,0,1
2353,0,0,0,3,0,1,2
2354,1,0,0,1,3,3,0
2355,4,0,1,0,2,1,2
2356,0,0,3,1,0,0,1
2357,0,0,4,0,0,1,1
2358,0,0,1,1,0,2,4
2359,0,0,0,0,1,1,3
2360,0,0,1,0,0,1,1
2361,0,3,1,1,1,0,1
2362,0,2,4,0,1,0,4
2363,4,1,0,1,0,0,2
2364,0,0,2,2,0,1,2
2365,0,0,0,1,0,0,2
2366,0,0,1,1,0,0,2
2367,0,3,4,0,0,1,1
2368,0,0,1,0,0,0,3
2369,0,0,0,0,1,2,2
2370,4,1,4,1,3,1,2
2371,1,1,0,2,4,0,0
2372,4,0,1,1,0,0,2
2373,0,1,1,1,0,0,2
2374,0,3,1,0,0,1,1
2375,0,0,0,0,0,0,4
2376,0,3,0,0,3,1,1
2377,3,0,4,0,0,0,1
2378,0,0,1,1,4,0,0
2379,1,0,2,1,0,0,1
2380,4,0,0,0,1,0,1
2381,1,0,0,0,0,2,1
2382,0,0,0,1,2,0,2
2383,0,0,4,1,1,1,2
2384,2,1,1,0,0,2,2
2385,0,0,1,1,0,0,3
2386,3,1,1,2,0,4,1
2387,0,0,4,0,1,2,2
2388,0,0,1,1,0,0,0
2389,0,0,0,0,4,0,4
2390,4,0,2,4,1,3,3
2391,0,1,4,0,1,1,2
2392,0,0,1,0,0,2,0
2393,0,1,1,3,0,4,2
2394,0,0,0,3,0,0,1
2395,0,0,2,1,0,0,1
2396,0,0,1,1,0,2,3
2397,4,0,0,4,1,0,2
2398,0,0,0,1,0,0,2
2399,0,0,1,0,0,1,4
2400,1,0,1,0,0,0,0
2401,4,1,0,1,1,1,1
2402,0,3,1,2,1,0,2
2403,2,0,0,2,0,0,2
2404,2,0,0,3,1,0,4
2405,0,0,4,0,0,0,1
2406,4,0,1,1,0,0,2
2407,0,0,4,3,1,0,2
2408,0,0,0,1,0,3,1
2409,2,0,1,0,1,2,1
2410,0,0,1,1,0,4,3
2411,1,2,0,4,1,2,2
2412,0,3,0,0,1,0,2
2413,0,0,0,2,0,0,1
2414,1,2,1,1,3,0,1
2415,0,4,1,4,3,3,2
2416,0,3,1,1,1,0,1
2417,1,1,3,0,3,1,2
2418,0,0,0,0,1,1,2
2419,3,1,1,0,0,3,1
2420,0,0,1,4,1,1,1
2421,0,4,3,2,2,1,1
2422,1,2,4,0,0,0,3
2423,0,1,1,1,0,1,1
2424,0,1,1,2,0,0,1
2425,0,1,1,1,0,0,0
2426,4,0,1,1,1,0,1
2427,0,2,0,0,0,3,0
2428,0,0,4,1,0,0,1
2429,0,0,1,2,3,0,2
2430,0,2,1,2,0,3,1
2431,0,4,4,3,4,0,1
2432,4,0,1,1,1,1,2
2433,0,0,0,0,1,1,2
2434,0,0,2,1,3,3,4
2435,0,4,1,2,0,4,1
2436,0,1,0,2,0,0,1
2437,0,3,4,1,0,0,2
2438,0,0,3,1,0,0,2
2439,2,3,3,0,2,1,2
2440,1,0,0,1,3,1,1
2441,0,2,1,0,1,1,0
2442,0,0,1,2,0,0,3
2443,0,0,2,1,0,4,1
2444,0,0,0,1,1,1,4
2445,4,0,0,2,0,0,1
2446,0,0,1,0,2,0,1
2447,2,0,1,1,1,0,2
2448,0,4,0,1,0,3,2
2449,1,0,1,1,0,3,1
2450,0,0,3,0,4,0,1
2451,0,0,4,2,0,0,0
2452,0,0,0,1,2,1,3
2453,2,0,0,2,0,1,2
2454,0,0,0,1,2,1,4
2455,3,0,1,0,1,0,1
2456,1,0,1,1,4,2,2
2457,0,0,0,1,0,0,1
2458,0,0,0,1,0,0,1
2459,0,0,0,1,1,1,1
2460,0,0,1,0,1,3,1
2461,0,0,4,1,4,1,1
2462,0,0,2,2,0,1,0
2463,0,1,0,1,1,2,1
2464,1,0,1,3,1,4,4
2465,0,2,1,0,2,0,4
2466,0,0,2,3,1,0,2
2467,3,0,0,1,4,4,2
2468,2,0,0,1,3,0,1
2469,0,1,1,4,0,0,1
2470,3,0,0,2,0,1,2
2471,1,0,0,4,2,0,1
2472,2,0,0,1,0,1,3
2473,0,0,1,1,3,1,2
2474,0,1,1,1,0,3,0
2475,0,0,2,0,1,1,3
2476,4,0,4,1,1,3,2
2477,0,0,0,1,0,1,2
2478,0,2,1,3,0,0,2
2479,0,1,0,2,1,4,1
2480,0,1,1,3,0,2,2
2481,0,1,0,2,3,0,1
2482,1,0,4,1,0,0,1
2483,3,1,1,1,3,0,1
2484,0,2,0,4,4,0,1
2485,0,0,4,1,0,0,3
2486,0,0,0,0,1,0,1
2487,0,3,0,1,0,0,1
2488,0,0,0,0,0,1,1
2489,0,0,1,1,3,0,3
2490,1,1,4,0,0,3,1
2491,0,0,0,0,1,1,2
2492,3,0,2,2,0,1,2
2493,0,0,0,1,1,1,1
2494,0,2,0,1,2,4,2
2495,0,0,0,0,1,1,2
2496,0,4,1,2,0,4,2
2497,0,0,1,1,2,3,2
2498,2,4,1,3,1,2,1
2499,0,0,0,1,0,3,3
2500,2,0,0,2,0,0,1
2501,0,0,0,0,1,1,1
2502,0,0,2,1,0,0,4
2503,0,0,0,0,3,0,2
2504,0,0,1,0,1,1,1
2505,0,0,3,0,2,0,2
2506,1,4,1,1,2,0,1
2507,3,0,0,1,0,1,1
2508,0,0,0,0,2,0,4
2509,0,0,1,1,0,0,1
2510,0,0,0,1,0,0,4
2511,0,1,0,1,0,0,4
2512,0,0,1,2,0,1,0
2513,0,1,0,2,0,0,1
2514,0,0,0,1,0,0,2
2515,0,0,0,1,0,2,4
