,volatile_acidity,chlorides,free_sulfur_dioxide,residual_sugar,total_sulfur_dioxide,sulphates,citric_acid
1696,1,1,0,0,4,0,0
1697,0,0,0,0,1,1,3
1698,0,0,1,0,0,1,1
1699,0,0,0,1,1,0,0
1700,0,0,0,1,0,1,0
1701,1,0,0,0,0,0,0
1702,2,0,0,1,0,1,0
1703,2,0,0,0,1,0,0
1704,3,0,0,0,1,0,1
1705,4,0,0,1,0,4,1
1706,1,4,2,0,0,0,0
1707,1,0,0,0,2,0,0
1708,0,0,1,0,1,0,0
1709,0,0,0,0,0,0,0
1710,0,0,0,2,0,1,4
1711,0,0,0,0,0,1,1
1712,0,3,0,0,1,1,0
1713,0,0,1,0,1,0,1
1714,4,0,0,2,1,3,0
1715,1,0,1,0,0,1,2
1716,0,0,2,0,1,4,0
1717,0,0,3,0,1,1,0
1718,0,0,0,1,4,3,0
1719,0,0,1,0,0,0,0
1720,0,0,0,4,1,0,1
1721,2,0,0,0,0,0,0
1722,1,0,4,0,1,0,1
1723,3,0,3,0,2,0,2
1724,1,0,1,4,0,3,1
1725,0,0,4,1,1,0,2
1726,0,0,4,0,1,0,0
1727,0,1,0,0,1,1,0
1728,1,0,0,0,2,0,1
1729,1,0,0,0,3,0,1
1730,4,0,4,0,2,0,1
1731,0,4,0,0,1,0,1
1732,0,1,0,0,0,1,0
1733,0,0,0,0,1,0,1
1734,2,1,0,2,4,1,1
1735,0,2,0,1,2,2,0
1736,0,2,0,2,2,0,0
1737,0,0,4,1,0,2,1
1738,0,0,2,1,1,2,2
1739,0,2,0,0,1,0,1
1740,0,0,0,1,1,0,1
1741,0,3,0,0,0,0,1
1742,2,4,2,4,1,0,1
1743,2,0,3,0,0,1,0
1744,1,0,0,0,0,3,1
1745,0,1,1,0,3,0,0
1746,0,0,0,0,2,0,0
1747,1,0,2,4,4,0,1
1748,0,0,0,0,1,1,1
1749,0,0,0,0,1,0,1
1750,0,0,0,0,1,0,0
1751,2,2,0,0,0,1,0
1752,0,0,4,0,4,1,1
1753,0,0,3,1,1,0,0
1754,0,0,0,0,0,3,1
1755,0,0,0,0,2,0,1
1756,0,0,0,0,1,0,1
1757,0,0,0,0,4,4,0
1758,0,0,0,0,1,0,1
1759,0,0,0,0,1,0,0
1760,0,0,0,4,0,1,4
1761,1,0,2,0,2,0,0
1762,0,0,0,0,1,1,2
1763,0,2,4,0,1,0,1
1764,0,0,0,0,1,0,1
1765,1,0,1,0,2,2,1
1766,2,0,0,0,2,0,0
1767,1,0,0,0,3,1,0
1768,2,0,3,0,0,3,3
1769,1,0,1,3,4,1,0
1770,4,0,0,0,1,0,0
1771,4,2,4,2,1,1,3
1772,1,0,0,0,0,1,0
1773,3,0,0,0,0,0,1
1774,0,0,0,0,1,0,1
1775,2,0,0,0,2,0,0
1776,4,1,0,0,4,0,2
1777,0,0,4,0,2,0,4
1778,0,0,0,0,1,1,1
1779,3,0,0,0,1,0,1
1780,0,0,0,0,4,1,1
1781,2,0,4,0,0,0,0
1782,0,1,0,1,0,3,1
1783,1,0,1,0,2,0,1
1784,0,0,0,0,1,0,0
1785,4,2,0,0,3,1,0
1786,0,0,0,1,1,0,1
1787,0,1,0,1,3,3,2
1788,4,0,0,0,0,0,0
1789,2,0,0,2,3,1,1
1790,1,0,0,0,0,2,0
1791,0,0,0,0,4,0,0
1792,1,4,0,4,1,1,3
1793,0,0,0,3,1,0,3
1794,1,0,0,0,0,1,1
1795,1,0,3,0,1,1,1
1796,3,0,0,0,0,0,2
1797,0,0,2,1,1,0,1
1798,3,0,0,2,0,0,0
1799,0,0,0,2,1,4,4
1800,0,0,0,0,0,0,1
1801,1,0,0,0,0,1,0
1802,0,0,0,0,1,0,0
1803,0,0,0,1,1,0,1
1804,2,4,0,0,1,0,1
1805,0,0,2,0,1,0,4
1806,1,4,0,3,0,0,0
1807,0,0,0,1,1,1,1
1808,0,0,0,1,4,2,0
1809,4,4,0,1,3,0,3
1810,0,0,0,1,3,0,1
1811,0,4,0,0,2,0,0
1812,0,4,0,0,4,2,1
1813,3,0,0,1,0,0,3
1814,0,0,1,0,2,0,0
1815,0,0,4,0,1,0,0
1816,0,3,0,0,0,0,0
1817,0,0,0,0,1,1,0
1818,2,0,0,0,0,0,0
1819,0,0,0,1,1,1,4
1820,4,0,4,0,4,4,0
1821,3,0,4,0,1,0,4
1822,0,0,0,0,1,0,1
1823,1,0,0,3,4,1,2
1824,0,0,3,0,1,0,0
1825,0,3,2,3,1,0,1
1826,3,0,0,4,1,0,0
1827,0,0,0,0,1,0,0
1828,0,4,0,0,2,0,1
1829,0,0,2,0,2,0,4
1830,1,0,2,4,2,0,0
1831,3,3,1,0,1,0,2
1832,0,0,0,2,2,1,0
1833,0,0,2,0,1,0,0
1834,2,0,0,0,2,0,0
1835,0,0,0,0,0,3,4
1836,4,0,0,0,1,3,3
1837,2,4,0,1,1,0,1
1838,1,0,0,0,0,0,1
1839,1,0,0,3,0,1,1
1840,0,0,0,0,0,0,0
1841,0,0,3,1,2,0,1
1842,1,0,0,1,0,3,0
1843,0,2,0,0,1,0,1
1844,0,4,0,2,1,0,2
1845,0,0,0,0,2,4,0
1846,1,0,0,0,1,0,3
1847,0,0,3,3,1,0,1
1848,0,0,4,0,1,4,0
1849,1,2,0,0,0,1,1
1850,3,0,3,0,1,0,1
1851,2,0,4,1,2,0,0
1852,0,4,3,4,1,1,1
1853,0,0,1,0,4,0,2
1854,0,0,0,0,1,0,3
1855,4,1,0,0,1,0,2
1856,1,0,0,1,2,1,0
1857,0,0,0,0,1,2,0
1858,0,1,0,4,0,0,1
1859,0,2,0,2,1,0,0
1860,1,0,0,0,1,4,0
1861,0,3,0,0,0,3,1
1862,0,0,0,0,1,3,0
1863,0,0,0,0,1,2,0
1864,2,3,3,0,3,0,2
1865,0,4,3,0,1,0,1
1866,0,0,0,0,0,0,0
1867,0,0,0,2,0,1,0
1868,3,0,1,0,0,1,0
1869,4,0,4,0,1,4,2
1870,0,0,0,0,1,0,1
1871,0,2,0,1,1,0,1
1872,3,0,0,0,0,2,4
1873,0,0,0,0,0,1,0
1874,1,0,0,0,0,1,1
1875,2,0,0,3,2,1,3
1876,0,0,0,0,2,2,0
1877,1,0,3,0,0,1,0
1878,4,4,2,0,0,1,1
1879,0,0,4,1,2,0,1
1880,1,0,0,0,0,0,2
1881,0,2,0,0,1,3,1
1882,0,0,0,0,1,0,1
1883,0,0,0,1,1,4,0
1884,4,0,0,3,1,3,1
1885,0,0,0,0,1,1,0
1886,2,2,0,4,4,1,0
1887,1,0,0,0,1,0,4
1888,0,0,1,0,1,1,0
1889,0,0,0,0,1,0,2
1890,0,0,0,1,2,1,1
1891,0,2,0,1,1,1,1
1892,4,0,0,0,1,0,1
1893,1,1,2,2,1,0,0
1894,0,0,0,2,1,0,4
1895,3,0,0,0,1,1,0
1896,2,0,0,0,1,0,0
1897,1,0,0,0,0,2,0
1898,1,3,4,4,4,3,0
1899,2,3,0,0,0,0,0
1900,2,0,0,0,1,0,0
1901,0,0,0,0,1,0,2
1902,0,0,0,0,3,1,0
1903,1,0,0,0,4,1,0
1904,1,0,0,0,1,0,1
1905,0,0,1,0,1,0,0
1906,0,0,4,0,2,3,0
1907,0,3,1,0,0,1,0
1908,0,2,0,0,2,0,2
1909,0,0,0,0,1,1,0
1910,0,0,0,0,1,0,0
1911,0,0,0,0,0,1,0
1912,1,0,0,0,4,0,2
1913,0,0,1,0,2,0,1
1914,0,0,0,3,3,1,1
1915,4,0,1,0,1,0,4
1916,1,1,0,0,2,2,1
1917,1,0,0,0,0,4,0
1918,4,1,0,0,1,0,0
1919,3,0,0,0,1,0,0
1920,0,1,2,1,0,0,0
1921,2,3,0,0,4,1,0
1922,1,3,0,0,1,0,0
1923,0,0,3,0,1,0,1
1924,1,1,0,0,0,0,1
1925,0,0,0,0,1,0,1
1926,3,0,0,0,0,0,0
1927,0,4,2,0,1,0,0
1928,0,0,0,0,1,0,2
1929,1,2,2,0,0,2,2
1930,1,0,4,0,1,0,1
1931,0,0,2,1,1,2,4
1932,4,0,0,0,2,0,1
1933,0,4,0,1,0,1,0
1934,1,0,0,4,0,0,0
1935,4,0,0,0,1,0,1
1936,0,0,0,1,0,0,1
1937,1,1,1,0,2,1,0
1938,0,0,2,0,1,0,3
1939,1,0,0,0,1,0,4
1940,0,0,0,0,1,2,3
1941,2,0,1,1,4,1,4
1942,0,0,1,3,2,1,0
1943,0,0,0,0,1,4,0
1944,1,0,0,3,3,1,4
1945,0,0,0,0,3,0,4
1946,0,0,0,1,1,1,1
1947,0,1,0,0,0,0,1
1948,0,0,0,0,1,0,1
1949,1,3,0,0,0,0,0
1950,1,0,3,0,0,0,4
1951,1,0,0,0,0,0,0
1952,3,0,0,1,2,0,0
1953,0,0,0,1,3,1,0
1954,1,1,0,0,1,0,0
1955,0,1,0,0,1,4,0
1956,3,0,3,0,1,3,1
1957,0,0,1,1,1,2,0
1958,2,4,0,0,2,0,0
1959,1,2,0,0,0,4,0
1960,1,0,1,0,1,1,0
1961,0,3,2,0,0,0,0
1962,0,2,0,1,1,0,1
1963,1,0,0,0,4,0,1
1964,0,4,0,0,2,1,1
1965,1,0,0,0,1,4,1
1966,0,0,0,0,1,0,0
1967,0,0,1,0,1,0,0
1968,1,0,2,0,1,0,0
1969,0,0,1,0,2,0,1
1970,0,0,0,0,1,0,0
1971,0,0,1,0,1,0,0
1972,1,0,0,0,0,0,1
1973,1,0,0,1,4,0,3
1974,3,0,0,0,1,0,2
1975,4,0,0,1,1,1,0
1976,1,0,0,0,1,0,0
1977,3,0,0,0,4,0,1
1978,0,0,3,3,1,0,0
1979,1,4,0,0,0,1,1
1980,1,0,0,0,0,1,0
1981,1,1,0,4,0,2,1
1982,0,2,0,0,1,0,0
1983,0,1,0,4,2,0,2
1984,0,0,1,0,1,0,1
1985,3,0,1,0,2,0,1
1986,0,1,0,0,1,1,3
1987,2,0,0,0,3,0,1
1988,1,0,1,2,4,1,0
1989,0,0,0,1,1,0,1
1990,1,0,1,0,1,1,0
1991,0,0,0,0,1,3,1
1992,1,0,3,0,0,1,0
1993,3,0,3,0,3,0,2
1994,2,0,0,0,0,2,0
1995,3,0,0,0,2,0,3
1996,0,0,0,0,3,3,3
1997,0,0,0,1,0,0,0
1998,0,3,0,4,0,3,1
1999,0,0,0,2,1,0,0
2000,4,0,0,0,0,0,0
2001,0,4,0,0,0,0,0
2002,1,0,0,2,0,3,0
2003,0,0,0,3,2,0,1
2004,0,0,0,0,3,4,1
2005,0,0,2,0,2,3,0
2006,1,0,0,0,0,0,1
2007,0,4,0,0,2,4,1
2008,1,0,0,0,1,0,3
2009,1,0,0,0,0,1,1
2010,4,0,0,0,1,0,1
2011,3,0,2,0,0,0,1
2012,1,0,0,0,2,1,1
2013,0,1,0,0,1,1,1
2014,0,0,0,2,2,0,4
2015,0,0,0,0,0,0,1
2016,0,0,1,0,1,2,1
2017,0,0,0,0,1,0,1
2018,4,0,0,0,3,0,0
2019,2,0,1,0,1,0,0
2020,0,0,2,2,0,1,0
2021,0,2,0,2,1,2,0
2022,0,0,4,0,1,0,3
2023,0,0,4,0,3,0,1
2024,1,0,0,0,1,3,0
2025,0,0,0,3,2,0,2
2026,0,0,1,0,0,4,0
2027,0,0,0,1,1,0,0
2028,4,0,0,3,0,1,1
2029,1,0,0,0,2,0,0
2030,4,0,0,1,1,0,1
2031,0,0,1,2,0,3,1
2032,0,0,0,0,1,0,1
2033,0,0,0,0,1,2,1
2034,0,0,0,0,2,0,0
2035,1,4,0,0,1,0,0
2036,0,0,0,1,2,3,1
2037,0,4,3,1,4,0,1
2038,0,0,0,3,3,0,0
2039,0,0,0,0,2,1,1
2040,0,0,3,0,1,4,1
2041,2,0,0,0,0,0,0
2042,0,3,0,0,0,0,0
2043,1,0,0,0,0,0,0
2044,0,0,0,0,0,4,4
2045,0,4,0,2,1,0,0
2046,0,0,0,0,2,1,3
2047,1,2,1,3,2,1,1
2048,0,4,0,0,2,0,0
2049,0,0,3,0,1,1,0
2050,0,0,1,0,2,0,0
2051,0,0,0,0,1,0,0
2052,4,3,0,4,1,0,1
2053,3,0,0,0,0,0,0
2054,3,0,3,0,4,0,1
2055,0,3,2,0,4,4,1
2056,2,1,0,0,1,0,1
2057,0,0,0,0,2,0,0
2058,2,0,0,4,2,0,0
2059,1,0,0,0,1,2,0
2060,0,3,0,0,0,4,2
2061,0,0,0,1,2,0,1
2062,0,0,0,0,1,4,1
2063,0,0,0,0,1,1,0
2064,1,0,0,0,2,3,0
2065,0,0,2,1,2,2,1
2066,4,0,1,0,2,0,1
2067,1,3,1,1,2,0,0
2068,3,0,0,0,0,0,3
2069,2,2,2,2,0,3,0
2070,1,1,0,1,1,0,0
2071,0,0,0,0,0,0,1
2072,1,0,0,0,0,0,0
2073,0,0,0,0,2,0,1
2074,0,0,2,0,0,0,4
2075,3,1,0,0,0,1,0
2076,0,2,4,0,2,2,3
2077,1,0,1,0,2,0,1
2078,4,0,0,2,1,0,1
2079,1,1,0,0,1,0,0
2080,2,2,0,0,3,1,3
2081,0,0,0,0,1,1,1
2082,4,1,4,2,1,3,1
2083,0,0,0,0,0,1,1
2084,0,0,0,1,2,0,1
2085,0,1,1,3,1,1,0
2086,0,0,4,0,2,4,0
2087,2,1,2,0,4,0,3
2088,0,0,0,4,1,0,0
2089,0,0,1,0,2,1,2
2090,0,0,0,0,0,1,1
2091,0,0,0,0,2,0,0
2092,0,0,0,1,1,1,0
2093,0,0,0,0,1,1,1
2094,0,0,0,1,1,0,1
2095,0,0,0,0,1,0,0
2096,3,0,0,4,0,1,1
2097,1,0,4,3,1,0,4
2098,0,0,0,3,4,3,0
2099,0,0,1,0,2,0,0
2100,1,0,0,0,0,1,3
2101,0,0,0,1,1,0,1
2102,2,4,0,0,0,1,0
2103,1,0,0,3,1,0,0
2104,3,0,0,0,1,3,0
2105,0,2,0,0,0,1,1
2106,0,4,3,2,0,1,2
2107,1,0,0,0,3,3,4
2108,0,0,0,0,0,0,0
2109,4,0,0,0,2,1,0
2110,0,0,0,0,1,0,0
2111,0,4,0,0,3,0,0
2112,1,0,4,1,0,1,0
2113,2,0,0,4,1,1,4
2114,3,0,0,0,1,0,0
2115,0,4,0,2,2,1,0
2116,0,0,0,0,0,4,1
2117,3,0,1,0,1,0,2
2118,0,0,0,0,2,3,4
2119,2,0,0,0,1,0,0
2120,4,4,0,1,0,0,1
2121,1,0,0,0,1,0,0
2122,2,0,0,0,0,0,0
2123,4,0,0,0,0,4,0
2124,2,0,1,0,1,0,3
2125,0,0,1,0,3,4,1
2126,0,0,1,1,1,0,0
2127,1,0,4,0,1,2,1
2128,1,0,0,0,2,4,1
2129,0,3,1,1,0,1,1
2130,0,4,0,0,1,0,3
2131,1,0,0,1,0,1,1
2132,4,0,0,0,1,0,4
2133,2,0,0,4,2,0,2
2134,1,3,0,1,0,4,0
2135,0,3,0,3,0,2,0
2136,2,0,0,0,1,1,0
2137,1,0,0,1,0,1,0
2138,1,0,0,1,3,0,2
2139,4,0,4,3,1,1,0
2140,1,0,0,1,1,0,4
2141,1,0,0,0,1,4,3
2142,1,2,0,0,0,1,0
2143,0,0,0,0,3,0,2
2144,0,0,0,0,0,1,0
2145,1,3,0,4,0,4,1
2146,0,0,1,1,2,0,0
2147,1,0,0,0,0,4,0
2148,0,0,0,2,1,2,0
2149,1,0,0,0,2,0,1
2150,1,0,1,0,4,1,4
2151,0,0,2,0,1,0,0
2152,0,3,0,1,1,3,0
2153,0,0,0,4,2,1,1
2154,0,0,0,0,1,0,1
2155,0,2,0,4,0,1,0
2156,0,0,0,0,1,0,0
2157,1,1,3,0,1,0,0
2158,1,0,0,0,0,0,0
2159,1,4,0,3,3,3,0
2160,1,1,0,0,2,0,0
2161,1,0,0,0,2,2,1
2162,0,0,2,0,1,0,0
2163,0,4,2,0,0,1,0
2164,4,4,0,4,3,4,1
2165,0,0,0,0,4,2,0
2166,0,0,0,0,2,0,1
2167,0,0,1,0,1,0,0
2168,0,0,1,0,2,2,0
2169,1,0,2,2,1,2,1
2170,0,0,3,0,0,4,0
2171,1,0,0,0,0,0,0
2172,0,0,1,0,1,3,0
2173,3,0,0,3,1,0,2
2174,0,0,0,1,0,0,0
2175,0,0,0,0,2,1,0
2176,1,0,0,0,0,0,1
2177,0,0,0,0,2,0,4
2178,0,4,0,1,1,0,0
2179,0,0,0,1,1,0,3
2180,0,0,4,0,1,0,0
2181,0,1,0,0,4,4,1
2182,0,0,4,0,0,0,1
2183,3,0,0,0,0,0,0
2184,4,0,0,0,0,1,0
2185,0,0,4,4,0,0,0
2186,0,0,0,0,1,0,0
2187,0,0,0,0,0,1,1
2188,4,0,1,0,0,3,0
2189,1,0,4,0,0,0,1
2190,0,0,0,0,1,0,0
2191,0,0,0,0,0,3,1
2192,0,0,0,0,1,0,1
2193,1,0,0,0,0,0,0
2194,3,0,3,0,1,0,3
2195,1,0,4,4,4,1,0
2196,0,0,3,0,2,0,0
2197,2,4,0,2,1,0,0
2198,4,0,0,1,2,0,1
2199,1,0,0,0,2,0,0
2200,0,0,2,2,1,1,0
2201,0,0,2,0,1,0,1
2202,0,0,0,0,0,1,1
2203,1,0,0,0,1,1,0
2204,0,0,1,0,1,1,0
2205,0,0,1,0,1,2,0
2206,0,2,0,0,2,0,1
2207,0,1,0,0,1,0,4
2208,3,0,0,2,4,1,0
2209,0,2,0,0,1,0,3
2210,0,0,0,4,0,0,1
2211,1,1,2,0,0,1,0
2212,1,1,0,3,4,1,1
2213,1,0,0,0,1,0,0
2214,1,0,2,0,0,0,0
2215,1,0,2,4,2,3,0
2216,0,3,2,3,1,0,4
2217,1,0,0,0,0,0,0
2218,0,4,1,0,1,1,0
2219,0,0,1,3,1,0,0
2220,0,2,0,0,1,1,0
2221,0,0,0,0,1,0,1
2222,0,4,0,0,0,1,0
2223,1,0,3,0,0,1,1
2224,0,0,2,0,1,0,0
2225,0,2,3,0,4,4,0
2226,2,0,0,0,1,1,1
2227,1,1,0,0,3,2,0
2228,1,0,0,0,2,1,0
2229,0,0,0,4,1,0,3
2230,2,0,0,4,0,1,3
2231,0,0,0,1,1,0,0
2232,0,0,0,1,0,0,4
2233,1,0,0,0,0,1,1
2234,0,0,0,0,1,0,0
2235,1,0,0,4,1,1,1
2236,2,0,0,0,1,4,0
2237,1,0,0,0,1,1,0
2238,0,3,4,0,0,4,0
2239,4,0,0,0,3,0,1
2240,1,1,4,2,1,0,2
2241,0,0,0,0,1,0,0
2242,2,1,0,1,1,0,2
2243,0,4,0,3,4,3,2
2244,1,4,0,0,0,3,3
2245,0,0,0,3,0,0,0
2246,2,0,0,0,1,0,2
2247,0,0,0,0,0,0,4
2248,0,0,0,0,0,0,0
2249,0,0,0,2,1,0,3
2250,0,4,0,0,1,0,4
2251,0,4,0,1,2,1,2
2252,0,0,0,1,1,0,0
2253,0,0,0,0,0,2,1
2254,0,0,0,1,1,0,0
2255,0,4,2,1,2,1,1
2256,4,0,0,0,0,0,0
2257,0,0,0,4,0,0,4
2258,0,0,0,0,1,0,0
2259,0,0,1,1,1,0,4
2260,2,3,0,0,0,1,0
2261,1,0,0,0,4,4,0
2262,0,4,0,0,2,0,2
2263,1,0,0,0,1,0,3
2264,0,1,0,1,2,1,0
2265,0,0,0,0,1,0,0
2266,0,0,1,1,2,1,1
2267,1,1,0,4,1,1,1
2268,1,0,0,1,2,0,1
2269,0,0,0,4,1,4,0
2270,1,0,2,0,0,1,3
2271,0,1,0,0,1,1,1
2272,0,0,0,0,2,2,0
2273,0,0,0,0,1,2,1
2274,2,0,0,1,1,0,0
2275,2,0,0,0,2,0,1
2276,0,0,0,3,0,0,0
2277,0,3,2,0,0,0,0
2278,1,0,0,1,1,3,0
2279,0,0,1,0,0,0,1
2280,3,0,3,0,4,0,0
2281,1,0,0,0,0,1,1
2282,0,0,0,0,1,1,0
2283,0,0,1,0,1,0,0
2284,0,2,4,0,1,0,0
2285,0,0,0,0,1,0,1
2286,0,0,0,0,3,0,3
2287,3,0,0,1,3,0,0
2288,0,0,0,0,1,0,0
2289,0,0,0,0,1,0,0
2290,0,0,3,0,0,1,0
2291,0,0,0,2,2,1,0
2292,1,0,0,3,2,1,0
2293,0,0,0,1,1,1,1
2294,1,0,0,0,2,0,1
2295,0,0,1,2,3,4,0
2296,2,0,0,0,1,1,4
2297,1,0,0,0,0,4,0
2298,0,0,3,0,0,1,0
2299,0,4,0,0,0,0,1
2300,0,0,2,0,1,1,1
2301,4,0,1,0,4,0,1
2302,0,0,0,0,0,4,1
2303,0,4,0,0,1,0,1
2304,0,0,0,2,1,0,0
2305,0,2,1,0,0,0,1
2306,0,0,0,0,0,3,1
2307,0,1,0,0,1,0,1
2308,2,0,0,0,0,1,4
2309,0,0,0,0,1,1,0
2310,0,0,0,2,4,0,1
2311,1,0,0,0,1,1,0
2312,1,0,0,0,1,0,0
2313,0,0,0,0,1,0,1
2314,0,0,3,0,1,0,1
2315,1,0,0,0,0,1,1
2316,1,3,0,0,0,1,0
2317,0,0,0,0,3,0,0
2318,1,0,0,0,4,0,0
2319,0,0,0,0,1,3,0
2320,0,0,0,1,3,1,2
2321,0,0,0,1,2,0,0
2322,4,0,1,1,0,1,0
2323,2,0,0,1,2,0,0
2324,1,0,0,0,1,2,0
2325,1,0,3,1,2,0,1
2326,1,0,0,0,0,1,0
2327,0,0,2,1,0,1,4
2328,0,0,0,0,1,0,0
2329,0,0,0,3,3,0,1
2330,0,0,0,0,1,0,1
2331,3,0,4,0,0,0,1
2332,0,0,0,0,1,0,4
2333,0,0,0,1,1,0,1
2334,4,0,0,1,1,4,0
2335,2,0,0,0,1,0,1
2336,1,3,4,0,2,0,0
2337,0,0,0,0,0,3,1
2338,1,0,0,0,0,0,4
2339,0,0,4,0,0,0,4
2340,0,3,0,2,0,1,2
2341,1,0,0,4,2,1,0
2342,0,0,0,0,1,1,1
2343,3,1,0,0,0,0,1
2344,0,0,0,0,0,1,4
2345,0,0,0,0,2,0,1
2346,1,0,0,0,0,0,1
2347,0,0,0,3,1,1,1
2348,0,4,0,0,0,0,0
2349,0,2,0,1,1,0,0
2350,2,0,0,0,0,0,0
2351,0,0,1,1,2,1,3
2352,0,0,0,0,2,0,0
2353,0,0,4,0,1,0,4
2354,2,0,0,0,1,3,2
2355,3,0,0,0,0,0,1
2356,0,0,0,0,1,3,1
2357,1,0,0,0,0,3,2
2358,0,0,0,2,4,2,1
2359,1,0,0,2,0,4,0
2360,0,0,0,0,1,1,1
2361,1,4,0,4,3,0,1
2362,1,0,0,2,0,0,0
2363,2,0,0,0,1,0,0
2364,0,0,0,0,0,1,3
2365,0,0,0,0,1,0,0
2366,0,4,0,3,1,0,1
2367,0,0,0,0,0,1,1
2368,0,0,0,0,2,0,1
2369,0,0,0,0,3,0,0
2370,0,0,0,0,3,1,0
2371,4,0,1,0,2,1,0
2372,0,0,0,0,1,0,1
2373,0,0,1,4,1,0,1
2374,0,0,0,0,0,1,1
2375,1,0,2,0,2,0,0
2376,2,0,0,0,3,1,0
2377,0,0,2,1,1,0,3
2378,0,0,0,4,4,0,1
2379,1,0,4,0,1,0,2
2380,1,0,4,4,4,0,0
2381,0,0,0,0,0,0,0
2382,0,0,0,0,1,0,0
2383,4,3,0,0,0,2,1
2384,4,0,0,0,0,1,1
2385,0,2,4,0,1,0,0
2386,0,3,1,0,4,0,1
2387,1,2,0,3,0,0,2
2388,4,0,0,0,1,4,0
2389,0,0,0,0,1,0,0
2390,3,0,0,0,2,4,1
2391,2,0,1,4,2,1,1
2392,4,0,3,4,0,0,4
2393,0,0,1,0,1,2,1
2394,2,0,4,0,1,0,0
2395,0,0,0,0,2,0,1
2396,0,0,0,0,1,4,2
2397,1,0,0,0,0,0,0
2398,0,3,3,0,1,0,0
2399,0,1,0,3,0,1,1
2400,0,0,0,0,0,0,1
2401,1,0,0,1,1,1,0
2402,4,0,2,0,4,2,1
2403,0,0,4,0,4,0,0
2404,1,0,0,3,0,2,3
2405,0,0,0,2,1,0,0
2406,4,0,0,3,1,0,1
2407,0,0,3,0,1,0,0
2408,0,0,0,2,0,0,0
2409,1,0,0,0,1,0,1
2410,0,4,0,0,1,1,0
2411,1,0,0,0,3,1,4
2412,4,0,0,0,0,0,0
2413,0,0,0,0,4,0,0
2414,0,0,0,0,3,0,1
2415,1,0,2,0,0,1,1
2416,0,0,0,0,1,0,1
2417,0,0,1,0,0,1,3
2418,1,2,2,1,0,1,0
2419,0,1,0,4,0,0,1
2420,1,4,4,4,1,0,0
2421,0,0,4,0,2,1,4
2422,0,0,0,1,0,0,0
2423,0,2,1,1,2,4,1
2424,1,0,2,0,2,0,1
2425,0,4,0,1,1,0,1
2426,2,0,3,0,1,0,1
2427,0,0,0,0,0,0,4
2428,1,0,2,4,1,0,1
2429,1,0,0,0,1,0,1
2430,0,0,0,0,0,3,4
2431,0,1,0,0,3,0,0
2432,1,0,2,0,1,1,4
2433,1,1,0,0,0,1,2
2434,2,0,3,0,1,0,1
2435,0,0,0,0,1,4,1
2436,0,2,1,0,1,1,0
2437,0,1,0,0,0,0,1
2438,0,0,0,0,2,0,0
2439,2,0,0,0,2,1,0
2440,1,1,0,4,0,0,1
2441,1,0,1,2,3,0,1
2442,0,0,0,0,2,0,1
2443,0,4,2,0,1,0,0
2444,1,3,0,0,1,1,0
2445,2,0,0,0,3,0,0
2446,0,0,0,0,2,0,2
2447,3,3,4,0,1,3,2
2448,0,0,1,0,1,0,0
2449,1,0,0,1,0,0,1
2450,1,0,0,3,1,0,1
2451,2,0,0,3,1,0,1
2452,3,0,0,0,0,2,0
2453,0,0,0,0,0,1,1
2454,3,3,0,0,1,1,2
2455,2,3,0,0,0,0,1
2456,0,4,0,4,1,1,2
2457,2,0,3,1,1,0,0
2458,0,0,0,2,1,0,0
2459,0,0,0,3,3,3,0
2460,1,0,0,2,0,2,1
2461,0,0,0,2,4,0,0
2462,3,3,0,0,2,1,2
2463,1,0,0,1,1,3,0
2464,3,0,0,0,0,0,1
2465,0,0,1,0,0,4,2
2466,0,0,0,0,1,0,0
2467,2,0,4,3,0,0,0
2468,0,2,4,0,2,0,1
2469,0,0,0,0,3,2,1
2470,0,0,0,0,4,1,0
2471,0,0,0,1,1,0,0
2472,2,0,0,0,0,1,0
2473,0,0,1,3,1,0,0
2474,0,0,1,0,2,3,1
2475,1,0,0,2,0,2,0
2476,3,0,0,0,1,1,0
2477,0,4,0,3,1,1,0
2478,0,0,2,1,0,0,3
2479,1,0,1,3,2,0,4
2480,0,0,2,3,1,0,3
2481,1,0,0,0,1,0,0
2482,0,0,0,0,3,4,0
2483,1,0,0,0,1,1,1
2484,3,0,0,3,1,3,0
2485,0,0,0,2,3,0,0
2486,1,4,3,0,1,0,0
2487,1,0,0,4,1,4,0
2488,1,0,0,0,3,1,0
2489,2,0,0,0,1,4,1
2490,0,1,0,3,0,4,1
2491,1,0,3,0,1,4,0
2492,0,0,0,0,2,0,1
2493,0,2,0,0,1,4,3
2494,2,3,2,4,0,2,0
2495,1,0,0,0,0,1,0
2496,0,0,1,1,2,2,1
2497,0,0,0,0,1,0,1
2498,4,2,0,0,1,2,1
2499,0,0,0,0,1,0,1
2500,0,0,3,3,1,0,1
2501,0,0,0,0,0,1,4
2502,3,0,0,0,1,2,0
2503,2,0,0,0,3,0,0
2504,1,0,0,0,3,1,1
2505,2,0,2,0,0,0,0
2506,0,0,0,0,1,0,4
2507,0,0,0,4,1,0,1
2508,2,0,0,0,0,2,4
2509,0,0,1,0,1,0,1
2510,3,0,0,0,1,0,0
2511,0,0,0,0,1,0,0
2512,1,1,0,1,1,1,0
2513,0,2,0,0,2,1,0
2514,0,0,2,0,1,1,1
2515,0,0,0,0,1,1,0
